id,date_ref,anciennete_mois,facture_moy,evol_facture,appels_service,conso_data_go,engagement,promos_recues,churn_90j
A0118375,2025-09-01,84,37.35,0.024,2,33.9,1,0,0
A0096045,2025-09-01,51,60.77,0.059,0,2.2,1,1,0
A0007482,2025-09-01,17,27.8,-0.005,0,21.8,0,0,0
A0005402,2025-09-01,21,31.26,-0.116,1,8.1,0,1,0
A0047764,2025-09-01,56,30.36,0.147,0,7.8,0,2,0
A0107384,2025-09-01,43,22.12,0.208,0,14.6,1,2,0
A0095199,2025-09-01,20,30.97,-0.242,1,5.1,0,4,0
A0171537,2025-09-01,23,41.11,-0.007,0,12.9,1,2,0
A0025383,2025-09-01,73,31.81,0.328,1,12.1,1,2,0
A0128004,2025-09-01,84,37.04,-0.109,0,7.7,0,1,0
A0078219,2025-09-01,47,27.19,-0.095,1,19.8,0,2,0
A0128694,2025-09-01,86,21.52,-0.107,1,9.4,0,1,0
A0018570,2025-09-01,5,39.93,-0.249,1,8.7,0,2,0
A0078190,2025-09-01,35,31.35,0.252,0,15.2,1,0,0
A0028086,2025-09-01,39,31.96,0.186,1,25.1,1,1,0
A0071314,2025-09-01,76,54.07,0.026,1,19.1,1,2,0
A0038441,2025-09-01,48,26.28,0.378,0,4.9,1,2,0
A0143781,2025-09-01,76,38.49,-0.232,0,7.0,0,1,0
A0135570,2025-09-01,21,23.49,0.008,0,10.5,1,0,0
A0015556,2025-09-01,84,19.51,0.053,2,18.3,1,1,0
A0059734,2025-09-01,88,18.97,-0.076,1,6.4,1,0,0
A0173287,2025-09-01,71,30.6,0.029,0,8.5,1,0,0
A0180412,2025-09-01,42,31.84,0.042,1,1.3,1,2,0
A0175258,2025-09-01,22,26.42,-0.07,0,12.8,1,2,0
A0023398,2025-09-01,14,20.28,0.149,2,12.9,1,2,0
A0192488,2025-09-01,61,22.01,0.241,2,28.1,1,0,0
A0083031,2025-09-01,18,29.87,-0.105,1,12.2,0,2,0
A0027136,2025-09-01,26,39.11,-0.046,0,26.9,0,4,0
A0142921,2025-09-01,74,56.35,-0.128,1,2.6,1,1,0
A0023076,2025-09-01,46,77.25,-0.347,0,6.2,0,1,0
A0007438,2025-09-01,1,31.03,-0.111,1,12.6,1,0,0
A0178804,2025-09-01,6,70.52,-0.037,0,8.6,0,1,0
A0023429,2025-09-01,7,17.25,0.204,0,4.7,0,1,0
A0080225,2025-09-01,2,58.43,-0.117,1,22.2,0,2,0
A0175496,2025-09-01,73,37.35,-0.111,1,7.8,1,1,0
A0054072,2025-09-01,87,42.98,0.186,0,19.9,0,4,0
A0056134,2025-09-01,34,33.38,-0.088,0,7.7,0,1,0
A0076443,2025-09-01,44,19.15,0.078,1,39.5,1,2,0
A0152853,2025-09-01,91,34.98,-0.103,1,8.1,0,0,0
A0131901,2025-09-01,47,31.7,-0.433,1,13.9,1,1,0
A0060463,2025-09-01,34,20.38,-0.163,0,28.6,1,0,0
A0032299,2025-09-01,61,23.07,-0.187,0,10.2,1,1,0
A0086522,2025-09-01,74,47.34,0.041,0,12.2,0,1,0
A0097433,2025-09-01,3,12.41,-0.015,2,6.6,1,3,0
A0084007,2025-09-01,55,12.93,0.449,1,4.8,0,0,0
A0132010,2025-09-01,62,38.14,-0.172,0,11.1,1,0,0
A0020823,2025-09-01,38,18.64,-0.073,0,10.6,1,2,0
A0144154,2025-09-01,69,24.45,-0.0,3,21.4,0,0,0
A0108193,2025-09-01,39,44.21,0.409,0,20.7,1,0,0
A0002453,2025-09-01,6,19.74,-0.173,2,17.5,0,4,0
A0133779,2025-09-01,83,27.77,0.31,0,1.3,0,1,0
A0162179,2025-09-01,78,11.79,-0.169,1,26.7,0,2,0
A0072163,2025-09-01,36,29.45,-0.084,0,8.4,1,0,0
A0086836,2025-09-01,49,73.2,0.25,1,8.5,0,0,0
A0115754,2025-09-01,66,54.62,-0.148,0,16.0,1,0,0
A0087160,2025-09-01,49,57.22,-0.167,0,32.6,0,0,0
A0103174,2025-09-01,2,24.91,-0.024,2,4.6,0,2,1
A0112472,2025-09-01,30,34.52,0.122,0,16.3,1,0,0
A0119309,2025-09-01,38,62.4,-0.169,1,2.7,0,1,0
A0056027,2025-09-01,6,49.06,0.057,0,4.4,1,3,0
A0021284,2025-09-01,92,30.46,-0.134,0,3.8,0,0,0
A0177344,2025-09-01,20,35.31,-0.238,0,20.3,0,0,0
A0090626,2025-09-01,84,53.1,0.014,0,5.8,0,2,0
A0042427,2025-09-01,19,28.01,0.279,1,13.4,0,0,0
A0199751,2025-09-01,34,39.48,0.148,2,10.0,0,1,0
A0108543,2025-09-01,76,44.39,-0.147,0,7.8,1,0,0
A0065163,2025-09-01,6,60.31,-0.175,1,22.1,1,2,0
A0033609,2025-09-01,60,27.88,0.062,1,7.2,1,0,0
A0002332,2025-09-01,23,24.52,0.097,0,2.2,1,0,0
A0123223,2025-09-01,90,23.36,-0.174,0,18.5,1,1,0
A0124125,2025-09-01,37,27.67,0.205,0,22.0,1,0,0
A0180381,2025-09-01,18,10.15,-0.028,1,2.8,1,0,0
A0195022,2025-09-01,70,39.74,0.09,1,47.1,1,1,0
A0176527,2025-09-01,75,29.64,0.149,0,20.2,1,0,0
A0012054,2025-09-01,49,23.61,0.185,1,3.9,1,0,0
A0026936,2025-09-01,65,31.42,0.062,0,11.7,0,1,0
A0118003,2025-09-01,35,27.78,-0.023,2,3.9,1,1,0
A0124974,2025-09-01,44,25.76,-0.127,0,17.2,0,1,0
A0041987,2025-09-01,4,29.54,0.009,0,18.3,0,5,0
A0178510,2025-09-01,69,15.87,0.251,0,8.3,1,0,0
A0188051,2025-09-01,87,17.65,-0.135,1,11.1,0,0,0
A0040055,2025-09-01,17,42.09,-0.169,1,8.1,0,0,0
A0128753,2025-09-01,91,47.34,-0.292,0,7.8,0,2,0
A0082948,2025-09-01,71,36.67,0.06,0,24.2,0,1,0
A0111686,2025-09-01,60,36.88,-0.054,0,3.7,0,0,0
A0142631,2025-09-01,26,55.69,-0.19,1,7.8,0,1,0
A0100456,2025-09-01,10,32.53,0.095,0,5.2,1,4,0
A0147620,2025-09-01,51,40.39,0.035,0,8.0,1,2,0
A0053604,2025-09-01,56,16.98,-0.009,0,8.7,0,1,0
A0090236,2025-09-01,64,38.04,-0.167,0,4.6,0,3,0
A0029877,2025-09-01,8,18.02,0.032,0,12.0,1,0,0
A0127724,2025-09-01,22,8.46,-0.24,1,11.8,1,1,0
A0078394,2025-09-01,56,7.93,-0.077,1,19.6,0,0,0
A0133784,2025-09-01,92,11.12,0.107,0,9.2,1,0,0
A0194931,2025-09-01,67,64.19,0.044,1,36.4,1,0,0
A0070625,2025-09-01,12,29.15,-0.123,1,9.9,1,1,0
A0155920,2025-09-01,44,25.11,-0.096,2,9.4,0,4,0
A0130415,2025-09-01,86,18.93,-0.088,0,8.4,0,1,0
A0147920,2025-09-01,9,31.65,-0.151,0,6.7,0,2,0
A0115484,2025-09-01,93,19.41,-0.077,1,14.3,1,0,0
A0052798,2025-09-01,91,39.74,-0.112,0,17.5,0,0,0
A0139477,2025-09-01,78,30.16,-0.146,0,17.3,0,1,0
A0071818,2025-09-01,29,41.22,0.018,3,18.2,0,1,0
A0102329,2025-09-01,43,16.94,-0.257,3,2.8,1,0,0
A0108883,2025-09-01,92,26.68,-0.192,0,21.6,1,1,0
A0067286,2025-09-01,75,44.68,-0.158,1,3.5,0,1,0
A0095839,2025-09-01,6,54.39,-0.116,0,12.1,1,0,0
A0086881,2025-09-01,60,45.65,-0.29,0,11.5,1,1,0
A0053327,2025-09-01,79,46.52,0.136,0,5.4,0,2,0
A0184492,2025-09-01,94,25.91,0.262,1,6.3,1,0,0
A0185436,2025-09-01,31,20.33,0.384,0,7.1,0,1,0
A0037511,2025-09-01,67,24.62,-0.217,1,16.5,1,1,0
A0068383,2025-09-01,40,45.45,-0.035,1,18.5,1,1,0
A0029661,2025-09-01,12,29.1,-0.1,0,21.9,1,2,0
A0036152,2025-09-01,53,36.57,-0.041,0,16.9,1,1,0
A0002431,2025-09-01,52,39.56,0.128,0,9.3,0,1,0
A0074576,2025-09-01,65,25.72,-0.03,0,22.4,1,2,0
A0170429,2025-09-01,8,20.72,-0.225,0,11.1,0,0,0
A0040411,2025-09-01,54,9.56,0.004,1,19.7,0,0,0
A0197729,2025-09-01,50,22.21,0.318,0,19.2,1,0,0
A0169154,2025-09-01,67,38.39,0.042,0,3.3,0,2,0
A0047294,2025-09-01,12,35.46,0.277,0,5.2,1,3,0
A0001308,2025-09-01,55,22.52,0.025,1,25.8,1,3,0
A0053220,2025-09-01,47,35.06,0.1,0,14.6,0,3,0
A0084624,2025-09-01,21,16.25,0.307,0,15.3,1,4,0
A0039675,2025-09-01,76,9.12,-0.163,1,13.9,0,1,0
A0132476,2025-09-01,30,14.86,0.278,1,6.1,1,0,0
A0120038,2025-09-01,3,26.26,0.254,1,6.8,0,1,0
A0148081,2025-09-01,29,17.36,-0.031,5,15.7,1,1,0
A0097022,2025-09-01,34,26.65,0.168,0,16.2,1,2,0
A0112492,2025-09-01,81,63.78,-0.012,0,22.4,0,0,0
A0164115,2025-09-01,7,54.25,0.102,2,6.8,0,0,0
A0119277,2025-09-01,66,23.32,0.04,0,25.8,0,0,0
A0041941,2025-09-01,31,24.47,-0.115,0,13.3,0,1,0
A0174965,2025-09-01,32,28.96,0.29,1,6.3,1,2,0
A0175587,2025-09-01,36,32.48,0.276,1,7.7,0,0,0
A0111944,2025-09-01,81,32.48,0.041,0,10.0,0,4,0
A0092790,2025-09-01,2,27.19,0.171,2,12.0,1,0,0
A0128049,2025-09-01,4,7.81,0.149,1,15.5,0,0,0
A0161573,2025-09-01,31,33.16,-0.012,2,17.7,0,2,0
A0155447,2025-09-01,29,28.86,0.288,0,13.2,0,0,0
A0160416,2025-09-01,65,40.91,0.136,2,5.2,0,3,0
A0055463,2025-09-01,92,9.26,-0.199,2,15.0,0,1,0
A0182150,2025-09-01,45,10.05,-0.357,1,13.5,1,0,0
A0005633,2025-09-01,93,4.43,-0.076,2,9.8,0,1,0
A0099763,2025-09-01,12,16.42,0.055,0,16.7,1,0,0
A0084896,2025-09-01,80,65.44,-0.001,1,10.7,0,1,0
A0121921,2025-09-01,39,34.08,-0.035,2,13.5,1,1,0
A0129038,2025-09-01,47,74.41,-0.127,0,4.7,0,0,0
A0112206,2025-09-01,2,59.84,-0.063,1,5.7,0,6,0
A0011939,2025-09-01,80,28.19,0.163,0,3.4,1,1,0
A0038061,2025-09-01,14,16.29,0.127,0,19.7,0,2,0
A0104843,2025-09-01,70,68.15,-0.056,1,5.9,0,0,0
A0100304,2025-09-01,41,40.47,-0.094,0,9.3,1,2,0
A0041329,2025-09-01,69,18.45,0.127,0,17.1,1,2,0
A0185323,2025-09-01,16,38.62,-0.12,2,15.7,1,0,0
A0030112,2025-09-01,92,25.12,0.062,1,2.9,0,1,0
A0181779,2025-09-01,53,36.5,0.051,1,17.0,0,2,0
A0126177,2025-09-01,52,56.22,-0.134,1,15.3,0,2,0
A0004301,2025-09-01,12,43.98,-0.034,0,7.7,1,1,0
A0075874,2025-09-01,70,70.67,0.012,0,8.0,1,1,0
A0132671,2025-09-01,74,16.18,-0.124,0,15.2,1,0,0
A0032941,2025-09-01,72,31.51,-0.227,0,21.8,1,1,0
A0065354,2025-09-01,80,5.91,-0.031,0,6.2,0,1,0
A0172467,2025-09-01,65,37.54,-0.051,1,23.9,1,0,0
A0027188,2025-09-01,79,32.24,0.102,0,9.5,0,2,0
A0188228,2025-09-01,40,33.6,0.001,0,5.1,1,1,0
A0027888,2025-09-01,73,69.61,0.057,0,8.9,0,0,0
A0086125,2025-09-01,60,38.44,-0.365,4,16.8,0,5,0
A0158992,2025-09-01,58,58.79,-0.195,0,6.9,1,0,0
A0010062,2025-09-01,13,14.49,0.043,0,16.4,1,0,0
A0191833,2025-09-01,83,26.09,0.089,1,13.8,0,2,0
A0122817,2025-09-01,39,37.56,-0.235,1,20.8,1,2,0
A0104048,2025-09-01,12,7.83,-0.046,1,15.6,0,1,0
A0140516,2025-09-01,36,21.3,0.193,0,5.3,1,1,0
A0076704,2025-09-01,5,31.38,-0.193,0,14.3,1,0,0
A0154914,2025-09-01,71,60.68,-0.262,3,5.4,1,1,0
A0101977,2025-09-01,32,19.51,-0.037,0,13.9,1,2,0
A0021201,2025-09-01,44,18.45,0.228,2,9.6,0,3,0
A0165858,2025-09-01,93,31.92,0.035,1,2.1,0,1,0
A0171048,2025-09-01,33,19.59,0.08,2,14.3,1,1,0
A0149348,2025-09-01,45,33.71,0.157,0,4.6,1,0,0
A0142194,2025-09-01,37,11.89,-0.068,1,11.0,1,1,0
A0012824,2025-09-01,54,31.73,0.002,0,9.2,0,0,0
A0016205,2025-09-01,17,79.72,-0.139,0,6.7,1,1,0
A0042506,2025-09-01,25,52.65,0.033,1,3.7,1,1,0
A0068663,2025-09-01,13,30.31,0.015,0,20.2,1,2,0
A0173541,2025-09-01,53,48.51,0.035,0,4.5,1,6,0
A0016253,2025-09-01,69,60.42,-0.056,0,7.0,1,1,0
A0098616,2025-09-01,73,47.19,0.103,1,10.5,1,2,0
A0191940,2025-09-01,38,23.82,-0.104,1,9.0,0,1,0
A0131545,2025-09-01,54,46.84,0.079,0,28.9,0,3,0
A0147590,2025-09-01,71,18.8,0.217,0,11.7,1,2,0
A0155504,2025-09-01,4,18.41,-0.068,1,9.7,1,1,0
A0077190,2025-09-01,77,17.35,0.051,0,14.5,1,1,0
A0127319,2025-09-01,34,17.74,-0.157,1,21.7,1,1,0
A0024772,2025-09-01,28,62.5,-0.065,0,15.8,0,2,0
A0146779,2025-09-01,38,22.39,0.109,0,6.5,0,1,0
A0048056,2025-09-01,7,10.23,-0.15,0,4.2,0,0,0
A0109128,2025-09-01,12,50.08,-0.105,0,23.0,0,1,0
A0139372,2025-09-01,10,17.22,-0.282,1,18.4,0,1,0
A0045866,2025-09-01,4,21.2,-0.139,2,11.5,0,0,0
A0170778,2025-09-01,72,59.98,0.126,0,12.5,0,2,0
A0037419,2025-09-01,67,40.82,0.145,0,4.7,1,1,0
A0136657,2025-09-01,55,33.1,0.098,0,17.5,0,2,0
A0198707,2025-09-01,2,30.22,-0.171,1,6.8,0,2,0
A0141936,2025-09-01,68,61.53,-0.036,0,2.7,1,0,0
A0002102,2025-09-01,28,30.53,0.123,0,42.2,1,0,0
A0136603,2025-09-01,38,18.32,0.093,3,23.4,1,1,0
A0138182,2025-09-01,59,25.46,0.038,4,2.3,0,0,0
A0031551,2025-09-01,65,54.14,0.152,0,11.9,0,3,0
A0176130,2025-09-01,75,32.89,-0.15,1,6.5,0,3,0
A0188987,2025-09-01,5,20.71,0.056,0,16.0,0,0,0
A0046282,2025-09-01,26,32.43,0.076,1,21.9,1,2,0
A0159065,2025-09-01,63,29.3,-0.148,0,6.7,1,0,0
A0009708,2025-09-01,8,30.96,-0.084,0,8.1,1,2,0
A0145985,2025-09-01,7,15.01,0.207,0,6.0,1,3,0
A0079849,2025-09-01,88,22.01,0.077,1,8.6,0,0,1
A0028793,2025-09-01,20,18.99,-0.179,1,17.5,0,2,0
A0065992,2025-09-01,64,17.24,-0.02,0,6.8,0,2,0
A0170318,2025-09-01,33,12.7,-0.022,0,10.2,1,0,0
A0092318,2025-09-01,73,29.55,-0.031,2,6.5,0,1,0
A0131825,2025-09-01,16,62.79,0.139,0,4.3,0,2,0
A0085483,2025-09-01,65,20.66,0.135,0,16.6,0,0,0
A0034785,2025-09-01,84,42.55,0.216,1,19.9,1,0,0
A0188404,2025-09-01,67,50.32,-0.16,1,11.6,0,3,0
A0023531,2025-09-01,75,17.14,0.139,0,7.6,0,1,0
A0023866,2025-09-01,7,57.88,-0.139,1,12.8,1,3,0
A0082849,2025-09-01,18,25.57,0.148,0,3.7,0,0,0
A0188804,2025-09-01,13,37.85,0.115,1,9.8,0,1,0
A0102867,2025-09-01,71,35.48,0.251,0,7.5,0,1,0
A0009150,2025-09-01,85,19.9,0.136,0,12.7,0,3,0
A0185113,2025-09-01,13,39.48,-0.007,1,8.3,0,0,0
A0187647,2025-09-01,29,33.57,0.07,1,12.6,1,2,0
A0102227,2025-09-01,5,27.05,0.139,0,2.1,0,2,0
A0066600,2025-09-01,59,35.8,-0.245,1,10.5,0,2,0
A0035709,2025-09-01,2,38.85,-0.149,0,8.0,0,2,0
A0145417,2025-09-01,68,26.03,0.037,1,12.5,0,0,0
A0010810,2025-09-01,10,15.38,0.095,1,7.4,0,1,0
A0000619,2025-09-01,50,33.97,0.107,3,5.9,0,2,0
A0194541,2025-09-01,53,35.78,-0.159,0,5.9,1,2,0
A0089455,2025-09-01,6,43.38,0.192,2,8.8,1,3,0
A0074942,2025-09-01,17,32.87,0.003,0,7.3,1,3,0
A0135552,2025-09-01,55,33.41,0.087,0,7.9,0,1,0
A0007091,2025-09-01,19,14.18,0.075,0,13.5,0,3,0
A0125665,2025-09-01,45,19.15,-0.085,0,7.6,0,2,0
A0058983,2025-09-01,51,57.95,-0.149,0,2.5,1,4,0
A0161273,2025-09-01,29,18.6,0.292,1,8.5,1,1,0
A0074292,2025-09-01,5,12.26,0.019,1,8.0,0,1,0
A0030685,2025-09-01,43,29.05,0.265,1,6.3,1,0,0
A0092192,2025-09-01,29,48.96,-0.163,1,7.7,1,0,0
A0080240,2025-09-01,55,32.13,-0.097,0,13.1,1,1,0
A0126011,2025-09-01,4,10.82,-0.12,0,14.1,1,2,0
A0122738,2025-09-01,4,18.54,0.155,1,6.6,0,1,0
A0005423,2025-09-01,41,44.9,-0.011,1,6.8,0,0,0
A0005746,2025-09-01,37,13.66,-0.132,0,6.6,1,1,0
A0089354,2025-09-01,1,48.92,0.127,1,4.0,0,0,0
A0167131,2025-09-01,20,29.31,-0.149,1,3.0,1,2,0
A0137698,2025-09-01,22,34.77,-0.252,1,14.4,1,1,0
A0083248,2025-09-01,48,42.45,-0.128,0,4.7,1,2,0
A0136860,2025-09-01,24,35.46,-0.151,0,9.9,1,0,0
A0049216,2025-09-01,17,26.24,-0.151,0,16.3,0,0,0
A0069255,2025-09-01,84,17.79,-0.096,0,6.1,0,1,0
A0044493,2025-09-01,41,6.62,-0.234,0,10.9,1,1,0
A0071773,2025-09-01,27,27.08,-0.015,0,8.8,1,0,0
A0130184,2025-09-01,45,14.57,-0.133,0,4.5,1,0,0
A0033490,2025-09-01,8,51.56,0.041,1,2.1,1,2,0
A0009568,2025-09-01,16,15.19,0.041,0,6.3,0,1,0
A0138423,2025-09-01,69,9.42,-0.001,0,5.9,1,1,0
A0048891,2025-09-01,24,53.41,-0.099,1,21.6,1,2,0
A0075410,2025-09-01,49,15.99,-0.049,1,11.1,0,2,0
A0060784,2025-09-01,55,19.65,-0.107,0,14.6,0,0,0
A0052138,2025-09-01,74,21.73,-0.04,0,14.6,0,0,0
A0051699,2025-09-01,59,52.8,0.121,0,12.4,1,1,0
A0046211,2025-09-01,6,35.1,0.153,0,22.6,0,2,0
A0146121,2025-09-01,88,44.68,0.194,0,11.4,0,1,0
A0084262,2025-09-01,31,26.85,0.016,0,4.6,1,0,0
A0118487,2025-09-01,60,54.23,0.154,3,2.9,1,1,0
A0087546,2025-09-01,20,38.91,-0.25,0,7.7,1,2,0
A0180792,2025-09-01,54,13.28,0.22,0,13.7,0,0,0
A0118435,2025-09-01,43,37.31,0.141,0,5.6,0,0,0
A0140195,2025-09-01,94,21.64,-0.134,0,18.2,0,1,0
A0194059,2025-09-01,38,38.09,0.013,0,5.6,1,0,0
A0058891,2025-09-01,93,29.48,0.041,2,19.7,1,3,0
A0089899,2025-09-01,75,20.3,-0.067,1,8.2,0,2,0
A0064847,2025-09-01,50,26.96,-0.092,0,11.5,0,1,1
A0046212,2025-09-01,53,34.34,-0.095,1,20.7,0,2,0
A0024649,2025-09-01,46,54.37,-0.014,0,8.1,1,1,0
A0097796,2025-09-01,38,17.87,-0.068,0,6.7,0,1,0
A0048509,2025-09-01,90,21.67,-0.158,1,12.8,0,0,0
A0009308,2025-09-01,3,13.57,0.056,0,3.9,1,0,0
A0120924,2025-09-01,35,40.65,0.079,2,10.0,1,1,0
A0107626,2025-09-01,33,12.83,0.034,1,6.3,0,2,0
A0146199,2025-09-01,79,40.72,0.073,0,9.6,0,1,0
A0054957,2025-09-01,91,12.96,0.284,1,9.5,0,2,0
A0059180,2025-09-01,18,30.99,0.095,0,8.0,0,3,0
A0129203,2025-09-01,38,23.01,-0.022,1,5.4,0,0,0
A0068846,2025-09-01,17,43.55,-0.104,1,19.0,0,1,0
A0035517,2025-09-01,57,10.0,0.041,0,4.8,0,1,0
A0160578,2025-09-01,28,10.73,0.151,0,4.1,0,1,0
A0038727,2025-09-01,17,23.0,-0.119,2,22.6,1,0,0
A0191695,2025-09-01,48,34.47,0.076,1,9.9,0,1,0
A0161926,2025-09-01,89,51.23,-0.118,1,23.5,1,0,0
A0016943,2025-09-01,36,74.51,-0.24,1,5.7,1,4,0
A0154769,2025-09-01,58,34.88,-0.084,3,15.8,0,1,0
A0014254,2025-09-01,21,56.29,0.218,0,11.3,0,1,0
A0090029,2025-09-01,87,19.2,0.004,1,13.0,0,0,0
A0151841,2025-09-01,9,52.95,-0.186,2,10.8,1,2,0
A0072891,2025-09-01,31,25.31,0.049,0,1.4,0,1,0
A0099137,2025-09-01,7,18.3,0.08,1,7.9,0,4,0
A0013441,2025-09-01,56,27.69,0.061,1,21.9,0,1,0
A0085002,2025-09-01,86,7.46,-0.183,0,9.3,1,1,0
A0102841,2025-09-01,31,20.21,0.13,1,17.0,1,0,0
A0126713,2025-09-01,76,14.16,-0.11,0,12.5,0,3,0
A0118730,2025-09-01,68,59.59,0.284,0,5.1,0,1,0
A0152078,2025-09-01,75,13.18,-0.256,0,2.9,1,3,0
A0106363,2025-09-01,37,11.5,-0.139,0,10.1,0,1,0
A0013970,2025-09-01,61,16.18,-0.056,0,16.7,0,1,0
A0170169,2025-09-01,52,11.93,-0.193,0,11.7,0,1,0
A0192362,2025-09-01,54,17.97,-0.029,0,4.4,1,1,0
A0147397,2025-09-01,71,27.88,-0.173,0,6.8,0,1,0
A0191613,2025-09-01,44,32.58,-0.174,0,10.2,0,0,0
A0159866,2025-09-01,73,10.87,0.06,0,10.5,0,1,0
A0083331,2025-09-01,66,42.4,-0.274,2,8.5,1,1,0
A0148843,2025-09-01,87,4.6,0.108,0,7.7,0,0,0
A0093913,2025-09-01,41,22.23,-0.021,2,10.8,1,1,0
A0192348,2025-09-01,6,27.57,-0.266,1,17.0,0,3,0
A0054460,2025-09-01,84,16.91,0.107,0,13.9,0,1,0
A0092480,2025-09-01,88,23.74,0.2,0,7.4,0,2,0
A0117497,2025-09-01,23,46.9,-0.062,1,13.8,1,2,0
A0147145,2025-09-01,31,62.57,0.234,1,15.9,0,3,0
A0041030,2025-09-01,44,18.26,0.042,0,35.7,0,2,0
A0058333,2025-09-01,61,22.17,0.03,0,8.0,1,1,0
A0106921,2025-09-01,74,40.39,0.145,1,16.0,1,0,0
A0173476,2025-09-01,68,31.26,-0.148,0,7.6,1,0,0
A0180866,2025-09-01,55,33.3,0.085,1,20.4,1,1,1
A0093208,2025-09-01,58,22.52,-0.087,0,17.5,0,3,0
A0101236,2025-09-01,72,47.33,0.013,0,9.7,1,1,0
A0035400,2025-09-01,39,12.55,0.018,1,10.9,1,0,0
A0165417,2025-09-01,71,27.0,-0.197,0,7.6,1,1,0
A0052944,2025-09-01,81,18.12,-0.006,0,6.6,1,1,0
A0035839,2025-09-01,36,80.8,-0.118,1,2.1,0,0,0
A0133406,2025-09-01,30,41.46,0.011,0,2.0,1,2,0
A0176703,2025-09-01,41,23.58,0.002,0,19.3,1,2,0
A0120751,2025-09-01,59,34.21,-0.186,1,11.3,0,1,0
A0024639,2025-09-01,6,52.24,-0.144,1,6.1,1,2,0
A0162031,2025-09-01,18,17.47,0.235,0,18.4,1,2,0
A0042573,2025-09-01,37,68.92,0.25,1,7.8,1,2,0
A0142069,2025-09-01,50,31.13,-0.026,0,4.7,0,0,0
A0144048,2025-09-01,90,31.94,0.05,0,31.7,0,0,0
A0156573,2025-09-01,74,9.32,0.067,0,9.4,1,1,0
A0060398,2025-09-01,7,8.57,-0.173,2,31.8,1,2,0
A0070519,2025-09-01,20,13.51,0.149,0,19.3,0,2,0
A0023783,2025-09-01,88,26.08,0.013,0,12.0,1,0,0
A0156983,2025-09-01,55,16.77,-0.041,0,3.2,0,1,0
A0017360,2025-09-01,83,60.68,0.181,1,22.0,0,2,0
A0011067,2025-09-01,46,26.24,0.037,1,6.1,1,1,0
A0158659,2025-09-01,74,15.28,-0.222,3,8.6,1,4,0
A0035142,2025-09-01,34,18.12,-0.082,0,19.0,0,0,0
A0003954,2025-09-01,16,25.6,-0.097,0,6.2,0,3,0
A0065023,2025-09-01,16,31.7,-0.143,1,17.8,0,0,0
A0011269,2025-09-01,81,53.76,-0.115,0,9.5,0,1,0
A0188375,2025-09-01,14,18.16,-0.111,0,16.9,1,3,0
A0189104,2025-09-01,93,28.86,-0.103,2,20.4,0,2,0
A0199072,2025-09-01,62,29.33,0.247,1,2.7,0,3,0
A0156430,2025-09-01,31,30.29,0.021,2,32.4,0,1,0
A0128852,2025-09-01,16,22.29,0.122,0,9.3,0,3,0
A0074087,2025-09-01,14,16.1,0.146,2,5.5,0,0,0
A0128583,2025-09-01,64,18.91,0.237,0,33.6,0,1,1
A0038475,2025-09-01,16,31.03,0.028,0,15.7,0,0,0
A0013681,2025-09-01,27,24.39,0.008,0,7.8,1,1,0
A0173435,2025-09-01,26,75.33,0.054,0,10.1,0,1,0
A0188311,2025-09-01,50,39.67,-0.18,1,5.3,1,2,0
A0157529,2025-09-01,25,40.93,-0.092,0,12.1,1,1,0
A0034008,2025-09-01,14,64.47,0.187,0,16.7,0,4,0
A0133704,2025-09-01,8,10.87,0.107,0,15.0,0,1,0
A0184137,2025-09-01,66,8.57,-0.026,3,13.0,1,3,0
A0106077,2025-09-01,21,50.25,-0.086,0,24.1,0,2,0
A0000866,2025-09-01,88,54.23,0.063,1,5.8,1,2,0
A0105054,2025-09-01,35,20.89,-0.256,0,18.3,1,0,0
A0197446,2025-09-01,92,29.89,-0.151,0,8.5,0,0,0
A0195587,2025-09-01,72,46.57,0.259,1,3.1,0,0,0
A0157643,2025-09-01,86,12.51,0.062,0,4.8,0,0,0
A0104458,2025-09-01,95,87.21,0.027,1,30.6,1,1,0
A0032558,2025-09-01,89,10.9,-0.1,0,14.7,0,0,0
A0016807,2025-09-01,1,53.02,-0.024,0,10.5,1,2,0
A0089076,2025-09-01,58,41.02,-0.132,0,6.6,1,0,0
A0014959,2025-09-01,87,24.12,0.062,0,4.3,1,0,0
A0193796,2025-09-01,64,28.01,0.051,0,8.6,1,1,0
A0119111,2025-09-01,86,25.16,-0.009,0,9.1,0,1,0
A0197278,2025-09-01,34,15.72,0.234,0,10.0,1,4,0
A0146536,2025-09-01,93,26.76,0.101,0,18.8,0,0,0
A0091354,2025-09-01,4,69.13,-0.214,0,29.7,0,1,0
A0125648,2025-09-01,48,14.97,0.111,0,8.5,0,1,0
A0051044,2025-09-01,69,37.65,0.29,0,11.0,0,1,0
A0148564,2025-09-01,37,32.84,0.007,1,12.7,0,0,0
A0077779,2025-09-01,47,18.03,0.189,0,4.4,0,1,0
A0058839,2025-09-01,21,43.55,0.063,0,6.0,1,0,0
A0116817,2025-09-01,62,14.05,-0.107,0,6.5,1,2,0
A0074226,2025-09-01,28,48.39,-0.083,1,1.4,1,1,1
A0093856,2025-09-01,35,36.58,-0.061,1,8.5,1,0,0
A0053068,2025-09-01,25,26.71,-0.203,1,24.8,0,1,0
A0105943,2025-09-01,71,64.01,-0.006,1,9.7,0,0,0
A0074520,2025-09-01,26,35.17,-0.117,0,3.9,0,1,0
