compte_id,canal_acquisition,taille_entreprise,pays,date_inscription
C000521,sea,200+,CA,2026-02-19 00:00:00
C000522,referral,51-200,FR,2026-05-04 00:00:00
C000523,direct,51-200,FR,2026-02-04 00:00:00
C000524,referral,51-200,FR,2026-01-19 00:00:00
C000525,seo,200+,FR,2026-04-30 00:00:00
C000526,seo,200+,FR,2026-06-14 00:00:00
C000527,referral,11-50,BE,2026-06-02 00:00:00
C000528,sea,11-50,FR,2026-07-16 00:00:00
C000529,seo,200+,CA,2026-04-10 00:00:00
C000530,sea,1-10,BE,2026-06-08 00:00:00
C000531,direct,51-200,FR,2026-01-12 00:00:00
C000532,sea,51-200,FR,2026-05-30 00:00:00
C000533,sea,200+,FR,2026-05-31 00:00:00
C000534,referral,1-10,BE,2026-07-07 00:00:00
C000535,direct,200+,FR,2026-01-05 00:00:00
C000536,direct,51-200,FR,2026-01-04 00:00:00
C000537,seo,51-200,CA,2026-03-06 00:00:00
C000538,sea,200+,FR,2026-02-28 00:00:00
C000539,referral,11-50,FR,2026-02-24 00:00:00
C000540,sea,200+,CA,2026-01-25 00:00:00
C000541,seo,200+,FR,2026-03-23 00:00:00
C000542,seo,11-50,FR,2026-01-04 00:00:00
C000543,referral,51-200,FR,2026-02-04 00:00:00
C000544,sea,11-50,CA,2026-03-16 00:00:00
C000545,sea,51-200,FR,2026-02-05 00:00:00
C000546,direct,51-200,FR,2026-05-15 00:00:00
C000547,direct,200+,FR,2026-07-03 00:00:00
C000548,referral,11-50,FR,2026-01-02 00:00:00
C000549,direct,51-200,FR,2026-06-25 00:00:00
C000550,referral,51-200,FR,2026-06-16 00:00:00
C000551,direct,200+,FR,2026-05-31 00:00:00
C000552,referral,1-10,FR,2026-04-25 00:00:00
C000553,sea,200+,FR,2026-06-24 00:00:00
C000554,referral,200+,FR,2026-07-16 00:00:00
C000555,referral,11-50,CA,2026-05-29 00:00:00
C000556,direct,11-50,FR,2026-03-30 00:00:00
C000557,direct,11-50,FR,2026-03-29 00:00:00
C000558,sea,11-50,FR,2026-01-13 00:00:00
C000559,seo,1-10,CA,2026-04-23 00:00:00
C000560,sea,11-50,FR,2026-01-24 00:00:00
C000561,referral,51-200,FR,2026-04-30 00:00:00
C000562,direct,11-50,FR,2026-04-08 00:00:00
C000563,direct,1-10,FR,2026-02-21 00:00:00
C000564,sea,51-200,CA,2026-02-09 00:00:00
C000565,seo,200+,FR,2026-04-04 00:00:00
C000566,direct,200+,FR,2026-02-12 00:00:00
C000567,seo,11-50,FR,2026-04-15 00:00:00
C000568,seo,51-200,FR,2026-03-23 00:00:00
C000569,seo,11-50,FR,2026-06-21 00:00:00
C000570,direct,200+,CA,2026-04-11 00:00:00
C000571,referral,51-200,FR,2026-03-26 00:00:00
C000572,sea,1-10,FR,2026-01-04 00:00:00
C000573,sea,1-10,FR,2026-06-06 00:00:00
C000574,sea,200+,FR,2026-01-25 00:00:00
C000575,referral,11-50,FR,2026-07-03 00:00:00
C000576,direct,1-10,FR,2026-02-10 00:00:00
C000577,direct,11-50,FR,2026-07-16 00:00:00
C000578,seo,51-200,CH,2026-02-17 00:00:00
C000579,referral,11-50,FR,2026-01-13 00:00:00
C000580,referral,11-50,FR,2026-07-13 00:00:00
C000581,sea,11-50,FR,2026-02-13 00:00:00
C000582,seo,51-200,FR,2026-05-12 00:00:00
C000583,seo,11-50,FR,2026-01-12 00:00:00
C000584,sea,11-50,BE,2026-07-14 00:00:00
C000585,seo,1-10,FR,2026-02-19 00:00:00
C000586,direct,200+,CA,2026-01-07 00:00:00
C000587,direct,11-50,FR,2026-03-10 00:00:00
C000588,sea,11-50,CH,2026-02-27 00:00:00
C000589,sea,51-200,FR,2026-06-18 00:00:00
C000590,direct,11-50,FR,2026-04-28 00:00:00
C000591,seo,1-10,FR,2026-01-31 00:00:00
C000592,seo,200+,CH,2026-06-08 00:00:00
C000593,seo,200+,FR,2026-03-21 00:00:00
C000594,direct,1-10,FR,2026-01-18 00:00:00
C000595,sea,51-200,CA,2026-01-26 00:00:00
C000596,direct,200+,FR,2026-05-25 00:00:00
C000597,seo,11-50,CA,2026-01-21 00:00:00
C000598,referral,51-200,CH,2026-05-26 00:00:00
C000599,sea,51-200,FR,2026-01-17 00:00:00
C000600,seo,11-50,FR,2026-02-22 00:00:00
C000601,referral,11-50,FR,2026-01-22 00:00:00
C000602,referral,51-200,BE,2026-06-23 00:00:00
C000603,direct,51-200,CA,2026-05-06 00:00:00
C000604,seo,1-10,FR,2026-03-15 00:00:00
C000605,direct,200+,FR,2026-02-08 00:00:00
C000606,sea,11-50,CH,2026-01-17 00:00:00
C000607,seo,11-50,CA,2026-05-10 00:00:00
C000608,seo,11-50,FR,2026-05-22 00:00:00
C000609,seo,200+,FR,2026-03-09 00:00:00
C000610,seo,200+,FR,2026-01-19 00:00:00
C000611,referral,1-10,CA,2026-04-04 00:00:00
C000612,seo,11-50,FR,2026-03-25 00:00:00
C000613,referral,51-200,BE,2026-02-19 00:00:00
C000614,seo,1-10,CA,2026-04-11 00:00:00
C000615,direct,51-200,FR,2026-02-27 00:00:00
C000616,direct,1-10,FR,2026-07-01 00:00:00
C000617,direct,11-50,FR,2026-04-29 00:00:00
C000618,seo,51-200,FR,2026-04-16 00:00:00
C000619,sea,1-10,FR,2026-04-11 00:00:00
C000620,direct,1-10,CH,2026-06-16 00:00:00
C000621,direct,200+,CA,2026-06-05 00:00:00
C000622,seo,11-50,FR,2026-07-10 00:00:00
C000623,referral,1-10,FR,2026-02-11 00:00:00
C000624,seo,11-50,FR,2026-02-23 00:00:00
C000625,referral,51-200,FR,2026-04-04 00:00:00
C000626,seo,1-10,FR,2026-04-29 00:00:00
C000627,referral,200+,FR,2026-01-26 00:00:00
C000628,direct,11-50,FR,2026-02-24 00:00:00
C000629,sea,51-200,FR,2026-03-15 00:00:00
C000630,direct,200+,FR,2026-07-13 00:00:00
C000631,sea,11-50,BE,2026-05-25 00:00:00
C000632,seo,51-200,FR,2026-05-04 00:00:00
C000633,referral,1-10,FR,2026-04-12 00:00:00
C000634,direct,11-50,FR,2026-05-26 00:00:00
C000635,referral,200+,CH,2026-01-31 00:00:00
C000636,seo,200+,FR,2026-03-27 00:00:00
C000637,sea,1-10,FR,2026-06-21 00:00:00
C000638,sea,1-10,FR,2026-06-04 00:00:00
C000639,referral,1-10,FR,2026-04-29 00:00:00
C000640,referral,51-200,FR,2026-05-07 00:00:00
C000641,referral,1-10,FR,2026-04-06 00:00:00
C000642,seo,1-10,BE,2026-01-22 00:00:00
C000643,referral,200+,FR,2026-03-25 00:00:00
C000644,direct,200+,FR,2026-05-03 00:00:00
C000645,seo,11-50,FR,2026-07-06 00:00:00
C000646,sea,51-200,FR,2026-06-19 00:00:00
C000647,sea,51-200,FR,2026-06-24 00:00:00
C000648,referral,51-200,FR,2026-01-04 00:00:00
C000649,direct,1-10,BE,2026-04-16 00:00:00
C000650,referral,1-10,FR,2026-03-09 00:00:00
C000651,direct,200+,FR,2026-03-19 00:00:00
C000652,sea,200+,FR,2026-02-19 00:00:00
C000653,referral,200+,FR,2026-03-04 00:00:00
C000654,referral,1-10,CA,2026-05-06 00:00:00
C000655,direct,200+,BE,2026-06-08 00:00:00
C000656,direct,11-50,FR,2026-03-29 00:00:00
C000657,sea,11-50,FR,2026-01-02 00:00:00
C000658,referral,11-50,FR,2026-05-25 00:00:00
C000659,referral,11-50,BE,2026-01-09 00:00:00
C000660,seo,11-50,BE,2026-03-19 00:00:00
C000661,referral,51-200,BE,2026-05-01 00:00:00
C000662,direct,51-200,FR,2026-04-05 00:00:00
C000663,referral,200+,FR,2026-02-12 00:00:00
C000664,referral,51-200,FR,2026-06-02 00:00:00
C000665,direct,1-10,FR,2026-02-12 00:00:00
C000666,sea,1-10,BE,2026-07-10 00:00:00
C000667,seo,1-10,FR,2026-04-13 00:00:00
C000668,referral,200+,BE,2026-02-25 00:00:00
C000669,referral,1-10,FR,2026-06-08 00:00:00
C000670,sea,51-200,BE,2026-03-26 00:00:00
C000671,sea,11-50,FR,2026-04-17 00:00:00
C000672,sea,11-50,FR,2026-02-25 00:00:00
C000673,seo,1-10,FR,2026-04-22 00:00:00
C000674,referral,11-50,FR,2026-07-05 00:00:00
C000675,sea,11-50,FR,2026-02-17 00:00:00
C000676,seo,1-10,CH,2026-05-04 00:00:00
C000677,sea,11-50,FR,2026-02-25 00:00:00
C000678,referral,200+,FR,2026-02-23 00:00:00
C000679,seo,200+,CH,2026-05-22 00:00:00
C000680,seo,200+,FR,2026-05-23 00:00:00
C000681,sea,200+,FR,2026-04-29 00:00:00
C000682,sea,200+,FR,2026-07-10 00:00:00
C000683,direct,51-200,FR,2026-01-24 00:00:00
C000684,direct,51-200,FR,2026-03-22 00:00:00
C000685,sea,51-200,FR,2026-02-13 00:00:00
C000686,referral,11-50,CH,2026-07-15 00:00:00
C000687,sea,51-200,FR,2026-07-15 00:00:00
C000688,seo,51-200,FR,2026-03-02 00:00:00
C000689,seo,1-10,FR,2026-05-04 00:00:00
C000690,referral,1-10,FR,2026-05-25 00:00:00
C000691,referral,51-200,FR,2026-01-01 00:00:00
C000692,direct,1-10,FR,2026-02-25 00:00:00
C000693,sea,200+,FR,2026-02-03 00:00:00
C000694,direct,51-200,CA,2026-07-16 00:00:00
C000695,direct,1-10,FR,2026-05-03 00:00:00
C000696,direct,11-50,FR,2026-01-30 00:00:00
C000697,direct,11-50,FR,2026-04-14 00:00:00
C000698,sea,11-50,FR,2026-01-18 00:00:00
C000699,referral,200+,FR,2026-04-04 00:00:00
C000700,referral,1-10,FR,2026-03-25 00:00:00
C000701,sea,200+,FR,2026-01-20 00:00:00
C000702,referral,51-200,FR,2026-07-11 00:00:00
C000703,sea,51-200,FR,2026-04-25 00:00:00
C000704,seo,11-50,FR,2026-06-17 00:00:00
C000705,sea,51-200,FR,2026-03-30 00:00:00
C000706,referral,11-50,FR,2026-04-26 00:00:00
C000707,direct,51-200,FR,2026-01-14 00:00:00
C000708,referral,1-10,FR,2026-06-22 00:00:00
C000709,seo,1-10,BE,2026-07-14 00:00:00
C000710,referral,200+,BE,2026-04-18 00:00:00
C000711,sea,1-10,FR,2026-01-19 00:00:00
C000712,referral,51-200,BE,2026-03-21 00:00:00
C000713,referral,11-50,CA,2026-05-08 00:00:00
C000714,seo,1-10,FR,2026-05-27 00:00:00
C000715,direct,1-10,FR,2026-06-06 00:00:00
C000716,seo,51-200,FR,2026-01-13 00:00:00
C000717,referral,200+,FR,2026-03-11 00:00:00
C000718,direct,1-10,FR,2026-05-15 00:00:00
C000719,seo,200+,BE,2026-02-21 00:00:00
C000720,sea,51-200,FR,2026-02-07 00:00:00
C000721,direct,1-10,FR,2026-01-10 00:00:00
C000722,sea,51-200,FR,2026-03-12 00:00:00
C000723,referral,200+,CA,2026-06-19 00:00:00
C000724,seo,200+,BE,2026-03-18 00:00:00
C000725,seo,1-10,CH,2026-06-30 00:00:00
C000726,sea,11-50,FR,2026-06-03 00:00:00
C000727,referral,11-50,FR,2026-01-08 00:00:00
C000728,referral,11-50,FR,2026-04-13 00:00:00
C000729,sea,200+,FR,2026-03-06 00:00:00
C000730,seo,51-200,CH,2026-04-30 00:00:00
C000731,referral,200+,CH,2026-04-12 00:00:00
C000732,sea,1-10,FR,2026-04-03 00:00:00
C000733,sea,1-10,CA,2026-01-14 00:00:00
C000734,sea,11-50,FR,2026-01-15 00:00:00
C000735,seo,11-50,CA,2026-06-11 00:00:00
C000736,seo,11-50,FR,2026-05-29 00:00:00
C000737,sea,1-10,FR,2026-03-06 00:00:00
C000738,direct,51-200,FR,2026-04-27 00:00:00
C000739,direct,1-10,FR,2026-06-10 00:00:00
C000740,direct,11-50,CA,2026-07-08 00:00:00
C000741,sea,200+,FR,2026-03-24 00:00:00
C000742,direct,1-10,FR,2026-04-09 00:00:00
C000743,sea,51-200,BE,2026-02-12 00:00:00
C000744,sea,11-50,FR,2026-05-20 00:00:00
C000745,seo,11-50,FR,2026-05-04 00:00:00
C000746,seo,51-200,FR,2026-01-04 00:00:00
C000747,direct,51-200,FR,2026-02-10 00:00:00
C000748,sea,200+,FR,2026-03-15 00:00:00
C000749,referral,200+,FR,2026-07-14 00:00:00
C000750,referral,11-50,FR,2026-04-26 00:00:00
C000751,sea,11-50,FR,2026-01-03 00:00:00
C000752,sea,1-10,CH,2026-03-10 00:00:00
C000753,seo,11-50,FR,2026-03-01 00:00:00
C000754,referral,51-200,FR,2026-03-21 00:00:00
C000755,direct,51-200,CA,2026-01-11 00:00:00
C000756,referral,1-10,FR,2026-04-15 00:00:00
C000757,sea,51-200,BE,2026-07-13 00:00:00
C000758,direct,51-200,FR,2026-02-15 00:00:00
C000759,direct,1-10,FR,2026-03-08 00:00:00
C000760,sea,51-200,FR,2026-05-16 00:00:00
C000761,seo,200+,FR,2026-07-07 00:00:00
C000762,seo,11-50,CH,2026-06-30 00:00:00
C000763,referral,1-10,FR,2026-07-09 00:00:00
C000764,direct,1-10,FR,2026-05-14 00:00:00
C000765,sea,11-50,FR,2026-05-16 00:00:00
C000766,direct,11-50,FR,2026-03-08 00:00:00
C000767,seo,51-200,FR,2026-06-29 00:00:00
C000768,seo,200+,BE,2026-02-11 00:00:00
C000769,sea,51-200,FR,2026-02-14 00:00:00
C000770,seo,200+,CH,2026-02-25 00:00:00
C000771,sea,11-50,FR,2026-05-23 00:00:00
C000772,referral,200+,FR,2026-06-15 00:00:00
C000773,direct,51-200,FR,2026-06-25 00:00:00
C000774,direct,1-10,FR,2026-05-31 00:00:00
C000775,sea,200+,FR,2026-04-26 00:00:00
C000776,direct,11-50,FR,2026-06-21 00:00:00
C000777,seo,51-200,FR,2026-07-07 00:00:00
C000778,seo,1-10,FR,2026-05-14 00:00:00
C000779,direct,11-50,CH,2026-07-15 00:00:00
C000780,seo,51-200,BE,2026-04-25 00:00:00
C000781,direct,1-10,FR,2026-03-17 00:00:00
C000782,sea,51-200,FR,2026-06-28 00:00:00
C000783,referral,11-50,FR,2026-07-02 00:00:00
C000784,referral,51-200,CH,2026-03-12 00:00:00
C000785,referral,51-200,FR,2026-04-04 00:00:00
C000786,direct,11-50,FR,2026-04-13 00:00:00
C000787,referral,51-200,FR,2026-04-19 00:00:00
C000788,referral,1-10,FR,2026-02-10 00:00:00
C000789,direct,51-200,FR,2026-06-04 00:00:00
C000790,referral,1-10,FR,2026-02-18 00:00:00
C000791,seo,1-10,BE,2026-05-07 00:00:00
C000792,seo,51-200,CH,2026-01-04 00:00:00
C000793,seo,1-10,BE,2026-04-12 00:00:00
C000794,referral,1-10,FR,2026-05-30 00:00:00
C000795,seo,51-200,FR,2026-03-07 00:00:00
C000796,referral,51-200,CH,2026-03-10 00:00:00
C000797,seo,200+,CA,2026-05-16 00:00:00
C000798,direct,51-200,CH,2026-07-01 00:00:00
C000799,direct,51-200,FR,2026-05-27 00:00:00
C000800,seo,51-200,CA,2026-07-16 00:00:00
C000801,referral,11-50,FR,2026-02-17 00:00:00
C000802,seo,200+,BE,2026-02-26 00:00:00
C000803,referral,11-50,FR,2026-04-22 00:00:00
C000804,sea,1-10,BE,2026-04-05 00:00:00
C000805,referral,51-200,FR,2026-06-27 00:00:00
C000806,sea,51-200,CA,2026-03-22 00:00:00
C000807,referral,200+,FR,2026-05-22 00:00:00
C000808,sea,51-200,CA,2026-05-13 00:00:00
C000809,sea,11-50,FR,2026-03-04 00:00:00
C000810,seo,1-10,FR,2026-01-27 00:00:00
C000811,seo,200+,CA,2026-05-21 00:00:00
C000812,referral,200+,FR,2026-02-07 00:00:00
C000813,direct,51-200,CA,2026-07-12 00:00:00
C000814,direct,200+,FR,2026-03-20 00:00:00
C000815,referral,200+,FR,2026-06-01 00:00:00
C000816,seo,11-50,CH,2026-07-03 00:00:00
C000817,direct,200+,FR,2026-03-12 00:00:00
C000818,direct,1-10,FR,2026-06-26 00:00:00
C000819,sea,1-10,FR,2026-03-01 00:00:00
C000820,seo,11-50,CH,2026-07-10 00:00:00
C000821,seo,1-10,BE,2026-04-23 00:00:00
C000822,sea,51-200,FR,2026-03-18 00:00:00
C000823,sea,1-10,CH,2026-01-07 00:00:00
C000824,sea,11-50,FR,2026-05-07 00:00:00
C000825,sea,11-50,FR,2026-02-20 00:00:00
C000826,sea,1-10,FR,2026-04-30 00:00:00
C000827,sea,11-50,CA,2026-01-18 00:00:00
C000828,seo,51-200,CH,2026-03-06 00:00:00
C000829,referral,200+,FR,2026-03-10 00:00:00
C000830,referral,11-50,FR,2026-05-14 00:00:00
C000831,referral,1-10,FR,2026-04-24 00:00:00
C000832,direct,11-50,BE,2026-02-12 00:00:00
C000833,seo,1-10,CH,2026-02-04 00:00:00
C000834,seo,1-10,FR,2026-01-29 00:00:00
C000835,seo,51-200,FR,2026-01-10 00:00:00
C000836,seo,1-10,FR,2026-05-26 00:00:00
C000837,sea,51-200,FR,2026-02-14 00:00:00
C000838,referral,1-10,FR,2026-02-14 00:00:00
C000839,seo,1-10,BE,2026-07-16 00:00:00
C000840,seo,1-10,FR,2026-02-22 00:00:00
C000841,seo,11-50,FR,2026-07-09 00:00:00
C000842,direct,51-200,FR,2026-01-17 00:00:00
C000843,sea,51-200,FR,2026-05-25 00:00:00
C000844,direct,51-200,FR,2026-07-18 00:00:00
C000845,referral,1-10,BE,2026-07-07 00:00:00
C000846,direct,11-50,FR,2026-05-30 00:00:00
C000847,seo,11-50,FR,2026-05-08 00:00:00
C000848,sea,11-50,FR,2026-05-11 00:00:00
C000849,direct,1-10,FR,2026-01-25 00:00:00
C000850,direct,200+,FR,2026-01-16 00:00:00
C000851,seo,51-200,FR,2026-03-25 00:00:00
C000852,sea,51-200,FR,2026-01-30 00:00:00
C000853,direct,11-50,FR,2026-04-17 00:00:00
C000854,sea,200+,FR,2026-03-25 00:00:00
C000855,direct,1-10,CH,2026-07-06 00:00:00
C000856,seo,200+,CA,2026-02-22 00:00:00
C000857,referral,51-200,FR,2026-02-06 00:00:00
C000858,seo,51-200,CH,2026-02-19 00:00:00
C000859,referral,11-50,BE,2026-06-20 00:00:00
C000860,referral,11-50,FR,2026-02-17 00:00:00
C000861,seo,51-200,FR,2026-06-21 00:00:00
C000862,seo,11-50,FR,2026-04-22 00:00:00
C000863,seo,11-50,CA,2026-01-13 00:00:00
C000864,direct,200+,FR,2026-03-16 00:00:00
C000865,direct,11-50,CH,2026-05-03 00:00:00
C000866,referral,51-200,FR,2026-03-26 00:00:00
C000867,direct,11-50,FR,2026-05-23 00:00:00
C000868,referral,51-200,BE,2026-07-11 00:00:00
C000869,referral,11-50,FR,2026-05-25 00:00:00
C000870,direct,11-50,FR,2026-05-18 00:00:00
C000871,sea,200+,FR,2026-07-06 00:00:00
C000872,sea,51-200,CA,2026-04-17 00:00:00
C000873,referral,51-200,FR,2026-05-28 00:00:00
C000874,seo,51-200,FR,2026-05-16 00:00:00
C000875,sea,1-10,FR,2026-02-09 00:00:00
C000876,seo,200+,FR,2026-07-17 00:00:00
C000877,seo,200+,CA,2026-06-07 00:00:00
C000878,sea,11-50,FR,2026-02-03 00:00:00
C000879,referral,200+,FR,2026-05-20 00:00:00
C000880,seo,200+,CH,2026-03-28 00:00:00
C000881,referral,11-50,FR,2026-05-28 00:00:00
C000882,sea,51-200,FR,2026-03-07 00:00:00
C000883,seo,1-10,BE,2026-01-29 00:00:00
C000884,referral,51-200,BE,2026-03-19 00:00:00
C000885,sea,1-10,FR,2026-03-04 00:00:00
C000886,sea,51-200,CA,2026-04-01 00:00:00
C000887,direct,1-10,FR,2026-03-22 00:00:00
C000888,sea,200+,FR,2026-05-10 00:00:00
C000889,direct,11-50,FR,2026-01-21 00:00:00
C000890,seo,1-10,CA,2026-02-11 00:00:00
C000891,referral,11-50,CH,2026-02-03 00:00:00
C000892,referral,11-50,FR,2026-03-14 00:00:00
C000893,seo,200+,CH,2026-05-09 00:00:00
C000894,direct,51-200,FR,2026-06-19 00:00:00
C000895,direct,200+,FR,2026-01-31 00:00:00
C000896,seo,200+,FR,2026-06-26 00:00:00
C000897,sea,1-10,CH,2026-05-04 00:00:00
C000898,direct,11-50,CA,2026-04-12 00:00:00
C000899,seo,1-10,CA,2026-01-27 00:00:00
C000900,direct,1-10,FR,2026-03-10 00:00:00
C000901,sea,1-10,FR,2026-01-04 00:00:00
C000902,referral,1-10,FR,2026-01-06 00:00:00
C000903,sea,51-200,FR,2026-05-23 00:00:00
C000904,referral,1-10,BE,2026-07-03 00:00:00
C000905,sea,200+,FR,2026-05-07 00:00:00
C000906,referral,11-50,FR,2026-01-17 00:00:00
C000907,referral,11-50,FR,2026-03-30 00:00:00
C000908,seo,11-50,FR,2026-01-25 00:00:00
C000909,referral,200+,FR,2026-02-09 00:00:00
C000910,referral,200+,FR,2026-01-18 00:00:00
C000911,sea,51-200,FR,2026-03-18 00:00:00
C000912,direct,11-50,CA,2026-04-14 00:00:00
C000913,seo,200+,CA,2026-05-08 00:00:00
C000914,referral,51-200,FR,2026-03-17 00:00:00
C000915,seo,1-10,FR,2026-07-11 00:00:00
C000916,sea,11-50,FR,2026-02-10 00:00:00
C000917,direct,200+,FR,2026-01-26 00:00:00
C000918,sea,11-50,FR,2026-05-13 00:00:00
C000919,sea,1-10,FR,2026-05-04 00:00:00
C000920,direct,51-200,FR,2026-07-09 00:00:00
C000921,sea,51-200,BE,2026-04-22 00:00:00
C000922,seo,1-10,FR,2026-05-14 00:00:00
C000923,seo,1-10,BE,2026-04-18 00:00:00
C000924,seo,51-200,FR,2026-01-22 00:00:00
C000925,referral,11-50,BE,2026-01-03 00:00:00
C000926,direct,200+,FR,2026-01-28 00:00:00
C000927,direct,51-200,FR,2026-06-05 00:00:00
C000928,referral,1-10,FR,2026-04-12 00:00:00
C000929,sea,11-50,FR,2026-05-28 00:00:00
C000930,direct,51-200,FR,2026-06-04 00:00:00
C000931,sea,11-50,BE,2026-03-08 00:00:00
C000932,referral,51-200,FR,2026-02-23 00:00:00
C000933,direct,1-10,FR,2026-02-08 00:00:00
C000934,seo,1-10,FR,2026-06-28 00:00:00
C000935,referral,51-200,FR,2026-04-14 00:00:00
C000936,referral,11-50,FR,2026-05-24 00:00:00
C000937,seo,1-10,FR,2026-04-01 00:00:00
C000938,referral,1-10,CA,2026-03-18 00:00:00
C000939,referral,51-200,CH,2026-01-12 00:00:00
C000940,seo,200+,FR,2026-06-13 00:00:00
C000941,direct,1-10,FR,2026-05-26 00:00:00
C000942,sea,11-50,FR,2026-06-26 00:00:00
C000943,referral,51-200,FR,2026-06-08 00:00:00
C000944,direct,1-10,FR,2026-02-17 00:00:00
C000945,direct,51-200,FR,2026-03-19 00:00:00
C000946,seo,51-200,BE,2026-07-13 00:00:00
C000947,referral,200+,CA,2026-05-02 00:00:00
C000948,seo,1-10,BE,2026-06-23 00:00:00
C000949,direct,51-200,FR,2026-05-21 00:00:00
C000950,seo,1-10,FR,2026-01-01 00:00:00
C000951,seo,11-50,FR,2026-05-19 00:00:00
C000952,referral,11-50,FR,2026-04-15 00:00:00
C000953,sea,1-10,FR,2026-01-17 00:00:00
C000954,direct,11-50,FR,2026-03-03 00:00:00
C000955,sea,51-200,FR,2026-07-01 00:00:00
C000956,seo,11-50,FR,2026-02-27 00:00:00
C000957,sea,51-200,CH,2026-04-20 00:00:00
C000958,direct,1-10,FR,2026-04-05 00:00:00
C000959,referral,51-200,FR,2026-04-21 00:00:00
C000960,seo,200+,FR,2026-04-22 00:00:00
C000961,referral,200+,FR,2026-04-12 00:00:00
C000962,referral,51-200,CA,2026-04-23 00:00:00
C000963,referral,1-10,CA,2026-02-01 00:00:00
C000964,direct,1-10,FR,2026-07-07 00:00:00
C000965,referral,200+,FR,2026-05-01 00:00:00
C000966,seo,1-10,FR,2026-03-16 00:00:00
C000967,seo,200+,FR,2026-07-13 00:00:00
C000968,sea,1-10,FR,2026-02-18 00:00:00
C000969,sea,51-200,FR,2026-05-21 00:00:00
C000970,direct,200+,FR,2026-06-27 00:00:00
C000971,seo,200+,FR,2026-06-11 00:00:00
C000972,sea,11-50,FR,2026-05-08 00:00:00
C000973,seo,200+,FR,2026-01-12 00:00:00
C000974,direct,1-10,FR,2026-03-02 00:00:00
C000975,sea,200+,BE,2026-07-16 00:00:00
C000976,sea,200+,FR,2026-01-09 00:00:00
C000977,direct,1-10,FR,2026-02-23 00:00:00
C000978,direct,200+,CA,2026-07-16 00:00:00
C000979,seo,1-10,FR,2026-04-10 00:00:00
C000980,sea,51-200,FR,2026-06-07 00:00:00
C000981,direct,1-10,FR,2026-02-15 00:00:00
C000982,direct,1-10,CA,2026-05-20 00:00:00
C000983,direct,51-200,FR,2026-01-05 00:00:00
C000984,seo,1-10,FR,2026-03-13 00:00:00
C000985,referral,51-200,FR,2026-03-07 00:00:00
C000986,sea,11-50,FR,2026-06-03 00:00:00
C000987,seo,51-200,FR,2026-07-09 00:00:00
C000988,seo,51-200,CA,2026-06-25 00:00:00
C000989,direct,11-50,FR,2026-04-12 00:00:00
C000990,sea,11-50,CH,2026-04-10 00:00:00
C000991,referral,1-10,FR,2026-06-23 00:00:00
C000992,sea,51-200,BE,2026-01-19 00:00:00
C000993,direct,11-50,FR,2026-02-17 00:00:00
C000994,seo,11-50,FR,2026-06-12 00:00:00
C000995,direct,200+,FR,2026-05-24 00:00:00
C000996,sea,1-10,FR,2026-04-23 00:00:00
C000997,direct,1-10,FR,2026-03-15 00:00:00
C000998,referral,1-10,FR,2026-04-12 00:00:00
C000999,referral,200+,FR,2026-01-11 00:00:00
C001000,referral,51-200,FR,2026-01-08 00:00:00
C001001,seo,51-200,FR,2026-01-06 00:00:00
C001002,seo,11-50,BE,2026-06-06 00:00:00
C001003,seo,1-10,BE,2026-07-10 00:00:00
C001004,referral,11-50,FR,2026-04-12 00:00:00
C001005,seo,1-10,FR,2026-01-07 00:00:00
C001006,referral,51-200,FR,2026-05-27 00:00:00
C001007,seo,11-50,FR,2026-06-10 00:00:00
C001008,sea,1-10,FR,2026-05-18 00:00:00
C001009,direct,1-10,FR,2026-05-30 00:00:00
C001010,sea,200+,FR,2026-01-09 00:00:00
C001011,direct,11-50,CH,2026-06-18 00:00:00
C001012,seo,51-200,FR,2026-05-27 00:00:00
C001013,sea,200+,FR,2026-01-20 00:00:00
C001014,direct,1-10,CA,2026-05-24 00:00:00
C001015,referral,1-10,FR,2026-04-03 00:00:00
C001016,sea,200+,FR,2026-07-08 00:00:00
C001017,sea,51-200,BE,2026-04-23 00:00:00
C001018,sea,11-50,CA,2026-05-01 00:00:00
C001019,direct,11-50,FR,2026-05-19 00:00:00
C001020,direct,1-10,FR,2026-02-05 00:00:00
C001021,referral,51-200,FR,2026-06-13 00:00:00
C001022,sea,11-50,FR,2026-04-03 00:00:00
C001023,seo,200+,CA,2026-03-16 00:00:00
C001024,seo,51-200,FR,2026-01-23 00:00:00
C001025,direct,1-10,CH,2026-05-29 00:00:00
C001026,sea,51-200,FR,2026-05-19 00:00:00
C001027,direct,51-200,CH,2026-01-22 00:00:00
C001028,referral,51-200,FR,2026-07-10 00:00:00
C001029,direct,1-10,FR,2026-02-06 00:00:00
C001030,referral,1-10,BE,2026-02-12 00:00:00
C001031,referral,1-10,CA,2026-03-09 00:00:00
C001032,sea,200+,FR,2026-04-08 00:00:00
C001033,sea,11-50,BE,2026-03-09 00:00:00
C001034,referral,51-200,FR,2026-04-02 00:00:00
C001035,sea,51-200,CA,2026-01-28 00:00:00
C001036,seo,51-200,FR,2026-03-15 00:00:00
C001037,seo,51-200,FR,2026-01-03 00:00:00
C001038,direct,11-50,FR,2026-04-05 00:00:00
C001039,seo,1-10,FR,2026-06-21 00:00:00
C001040,sea,200+,CA,2026-06-25 00:00:00
C001041,sea,200+,FR,2026-06-05 00:00:00
