fournisseur,categorie,volume_annuel,duree_accord,taux_service,part_marque_nationale,exercice,negociateur,taux_remise
F1795,B,17635.0,24,0.848,0.138,2026,N37,26.66
F1796,C,93849.0,12,0.99,0.45,2025,N28,31.86
F1797,B,162584.0,24,0.902,0.354,2025,N29,30.45
F1798,C,591277.0,24,0.947,0.614,2025,N12,32.99
F1799,D,168107.0,36,0.936,0.115,2026,N12,29.89
F1800,C,315087.0,24,1.0,0.039,2026,N08,32.7
F1801,E,175265.0,12,0.945,0.29,2025,N15,32.01
F1802,C,270199.0,36,0.945,0.183,2025,N40,31.71
F1803,A,2520342.0,36,0.856,0.799,2025,N20,36.81
F1804,C,229389.0,24,0.928,0.148,2024,N28,31.45
F1805,B,188069.0,12,0.988,0.421,2024,N34,30.71
F1806,C,16607.0,36,0.932,0.519,2024,N19,27.78
F1807,A,28945.0,24,1.0,0.579,2026,N03,28.51
F1808,A,18840.0,36,0.941,0.483,2025,N38,26.13
F1809,B,95470.0,24,0.998,0.943,2024,N31,33.5
F1810,D,68347.0,12,1.0,0.322,2026,N32,27.36
F1811,C,40969.0,24,0.984,0.462,2024,N33,28.72
F1812,B,232166.0,36,0.899,0.529,2024,N22,33.12
F1813,E,15298.0,24,1.0,0.741,2026,N15,27.62
F1814,B,126473.0,24,0.958,0.061,2026,N24,29.43
F1815,D,81355.0,36,0.899,0.257,2026,N14,29.41
F1816,D,36579.0,36,1.0,0.394,2026,N01,28.24
F1817,D,33241.0,24,0.91,0.312,2024,N32,28.09
F1818,D,54129.0,12,0.935,0.621,2024,N36,29.83
F1819,D,258724.0,36,0.999,0.642,2026,N03,33.06
F1820,B,306028.0,24,0.971,0.377,2024,N29,32.23
F1821,E,15640.0,24,0.897,0.237,2025,N39,27.09
F1822,D,107188.0,24,1.0,0.152,2026,N37,27.73
F1823,B,43167.0,12,0.875,0.811,2024,N37,29.5
F1824,A,316183.0,36,0.903,0.347,2025,N06,32.64
F1825,D,442387.0,12,0.966,0.687,2025,N30,32.4
F1826,A,289720.0,24,1.0,0.411,2024,N34,31.18
F1827,C,191756.0,24,0.848,0.432,2026,N24,31.54
F1828,B,229219.0,24,0.897,0.204,2026,N32,30.3
F1829,A,11861.0,12,0.943,0.186,2025,N25,26.22
F1830,D,174308.0,24,0.964,0.314,2026,N28,28.97
F1831,A,145388.0,36,0.926,0.342,2025,N19,29.8
F1832,A,81336.0,12,0.958,0.371,2025,N36,31.2
F1833,D,41086.0,36,0.912,0.347,2024,N25,29.44
F1834,D,23024.0,24,0.912,0.514,2024,N05,28.31
F1835,E,36673.0,12,0.859,0.584,2024,N18,25.75
F1836,C,47527.0,24,0.975,0.332,2024,N03,29.62
F1837,B,4101.0,12,0.898,0.21,2024,N11,22.26
F1838,C,87965.0,12,0.951,0.276,2025,N04,28.71
F1839,C,129204.0,24,1.0,0.379,2024,N29,31.5
F1840,B,697056.0,24,1.0,0.388,2025,N16,34.24
F1841,C,724798.0,12,0.954,0.495,2025,N17,34.04
F1842,C,183838.0,12,0.938,0.31,2026,N39,29.37
F1843,B,111527.0,12,0.891,0.016,2025,N14,29.03
F1844,E,106173.0,24,0.945,0.137,2026,N12,28.8
F1845,B,299290.0,24,0.945,0.613,2025,N40,31.43
F1846,B,364890.0,12,0.871,0.095,2025,N21,31.0
F1847,E,15544.0,24,0.922,0.421,2026,N36,29.02
F1848,A,264183.0,12,0.959,0.173,2024,N34,31.51
F1849,D,57991.0,36,0.965,0.092,2024,N35,27.72
F1850,C,101846.0,36,0.897,0.168,2026,N01,29.13
F1851,A,66620.0,24,0.916,0.308,2024,N29,25.66
F1852,A,161007.0,24,0.893,0.568,2025,N37,33.12
F1853,E,30166.0,36,0.977,0.339,2026,N29,30.05
F1854,A,107421.0,12,0.905,0.254,2025,N25,29.42
F1855,E,16897.0,12,0.963,0.377,2024,N22,27.18
F1856,B,349640.0,24,0.936,0.63,2024,N13,34.32
F1857,A,284546.0,12,0.976,0.69,2026,N08,31.42
F1858,C,64678.0,24,1.0,0.597,2024,N04,30.14
F1859,D,90089.0,36,0.897,0.286,2026,N30,30.98
F1860,C,48318.0,24,0.952,0.116,2026,N18,25.58
F1861,C,240172.0,24,0.93,0.493,2025,N31,29.24
F1862,C,200238.0,12,1.0,0.832,2025,N26,31.4
F1863,A,61236.0,24,0.974,0.098,2026,N10,30.6
F1864,A,82680.0,24,0.935,0.462,2024,N18,31.18
F1865,E,141030.0,36,0.928,0.522,2026,N19,30.67
F1866,A,41393.0,24,1.0,0.439,2025,N13,28.63
F1867,E,146406.0,24,1.0,0.138,2025,N31,29.48
F1868,C,192693.0,36,0.868,0.36,2025,N29,30.03
F1869,E,1978117.0,36,0.934,0.269,2026,N02,32.57
F1870,A,160468.0,24,0.884,0.124,2026,N29,30.48
F1871,D,46840.0,36,0.933,0.449,2024,N02,28.97
F1872,D,485853.0,36,0.938,0.594,2026,N24,33.57
F1873,D,160523.0,36,0.909,0.236,2026,N37,31.75
F1874,C,64282.0,12,1.0,0.332,2026,N11,31.32
F1875,C,297717.0,24,0.909,0.846,2024,N34,32.7
F1876,C,55002.0,12,0.978,0.465,2025,N28,26.22
F1877,E,611576.0,12,0.854,0.402,2026,N07,33.28
F1878,E,273404.0,24,0.904,0.114,2025,N35,31.27
F1879,E,74830.0,36,0.953,0.67,2025,N08,30.49
F1880,A,105972.0,36,0.985,0.308,2024,N06,29.98
F1881,E,1325200.0,24,0.912,0.253,2024,N25,32.1
F1882,D,79173.0,24,0.992,0.426,2025,N28,30.59
F1883,D,68954.0,12,0.956,0.436,2026,N01,29.21
F1884,C,258108.0,36,0.871,0.73,2025,N25,30.96
F1885,B,137960.0,36,1.0,0.816,2026,N27,31.63
F1886,D,89823.0,24,0.89,0.429,2026,N14,30.03
F1887,C,248186.0,12,1.0,0.256,2025,N16,30.84
F1888,D,10010.0,36,0.873,0.221,2024,N33,25.69
F1889,B,124055.0,36,0.995,0.277,2024,N38,28.8
F1890,C,610811.0,24,0.994,0.489,2026,N14,36.0
F1891,C,558836.0,24,0.989,0.392,2025,N25,33.88
F1892,C,44356.0,24,0.93,0.194,2025,N11,24.28
F1893,A,110986.0,12,0.979,0.642,2024,N16,32.95
F1894,E,287266.0,12,0.821,0.397,2026,N01,32.37
F1895,C,79948.0,12,0.946,0.322,2026,N10,29.76
F1896,C,203267.0,24,0.936,0.676,2026,N27,30.3
F1897,A,195266.0,36,0.922,0.482,2026,N30,31.61
F1898,B,12990.0,12,1.0,0.264,2024,N35,26.12
F1899,E,264302.0,24,0.977,0.267,2025,N02,29.41
F1900,A,114068.0,12,0.974,0.213,2026,N40,29.53
F1901,B,92003.0,36,0.963,0.745,2024,N09,32.29
F1902,E,75230.0,36,0.968,0.071,2025,N36,28.1
F1903,C,7805.0,24,0.973,0.61,2025,N01,26.77
F1904,E,93584.0,12,0.867,0.296,2025,N38,29.34
F1905,A,341379.0,36,0.941,0.28,2024,N28,32.34
F1906,D,528709.0,36,1.0,0.177,2024,N18,33.85
F1907,B,130882.0,12,0.944,0.476,2025,N20,33.75
F1908,D,86813.0,24,0.907,0.559,2024,N27,31.18
F1909,A,66716.0,24,0.938,0.425,2026,N18,27.51
F1910,E,505758.0,24,0.945,0.387,2026,N26,33.66
F1911,D,1330375.0,24,0.949,0.314,2025,N27,34.34
F1912,D,112481.0,12,0.96,0.486,2025,N33,29.21
F1913,D,4814.0,12,0.966,0.234,2024,N38,28.07
F1914,B,145209.0,12,0.983,0.236,2024,N05,30.32
F1915,E,691527.0,12,0.896,0.742,2026,N39,34.03
F1916,D,21339.0,36,0.916,0.641,2026,N19,28.91
F1917,B,40193.0,36,0.884,0.042,2024,N05,26.96
F1918,D,16454.0,24,0.933,0.565,2026,N12,27.85
F1919,C,136738.0,24,0.995,0.26,2026,N09,30.42
F1920,B,1719874.0,12,0.975,0.592,2025,N02,32.71
F1921,B,365185.0,12,0.892,0.166,2025,N12,32.09
F1922,C,15121.0,36,0.866,0.534,2026,N24,27.24
F1923,E,21271.0,12,0.89,0.261,2024,N36,27.51
F1924,E,199383.0,12,0.989,0.499,2024,N31,29.83
F1925,D,73120.0,12,0.993,0.307,2025,N27,27.75
F1926,E,13243.0,36,1.0,0.733,2026,N20,29.45
F1927,C,151893.0,24,0.846,0.315,2025,N27,30.69
F1928,B,36203.0,24,0.824,0.581,2024,N09,30.15
F1929,A,177440.0,24,1.0,0.809,2026,N23,31.64
F1930,E,200626.0,24,0.932,0.759,2024,N14,32.38
F1931,D,146863.0,12,0.944,0.355,2025,N09,29.49
F1932,B,28162.0,12,0.947,0.131,2024,N04,26.18
F1933,E,36441.0,12,0.917,0.266,2025,N21,27.96
F1934,B,80614.0,36,0.961,0.33,2025,N11,27.3
F1935,A,48428.0,12,0.859,0.353,2026,N37,28.11
F1936,A,348959.0,36,0.848,0.175,2026,N28,32.0
F1937,C,402800.0,24,0.89,0.626,2024,N02,33.05
F1938,B,125842.0,36,0.893,0.117,2025,N18,31.4
F1939,C,293259.0,24,0.95,0.634,2025,N30,34.33
F1940,E,615158.0,12,0.913,0.228,2026,N07,34.26
F1941,D,31993.0,12,0.866,0.468,2024,N20,28.6
F1942,A,62080.0,36,0.962,0.276,2026,N39,28.22
F1943,C,1016350.0,12,0.86,0.888,2025,N31,33.7
F1944,B,81414.0,24,0.967,0.675,2026,N07,29.97
F1945,D,52668.0,36,1.0,0.475,2026,N05,30.63
F1946,B,106145.0,36,0.99,0.389,2024,N22,30.19
F1947,B,179576.0,24,0.903,0.589,2024,N11,32.0
F1948,E,16873.0,36,0.987,0.295,2026,N25,26.48
F1949,A,102872.0,12,0.879,0.458,2024,N19,30.71
F1950,B,324201.0,36,0.957,0.05,2025,N24,30.92
F1951,D,60456.0,36,0.879,0.524,2024,N16,28.11
F1952,B,55747.0,24,0.926,0.838,2024,N27,31.34
F1953,C,312716.0,24,0.876,0.398,2025,N12,32.38
F1954,C,37869.0,12,0.964,0.627,2024,N26,28.34
F1955,B,21902.0,24,0.926,0.416,2026,N09,29.88
F1956,E,79558.0,12,0.91,0.398,2024,N29,29.11
F1957,E,225183.0,24,0.944,0.134,2025,N23,28.98
F1958,B,67685.0,12,0.918,0.161,2025,N30,28.97
F1959,E,3966.0,12,0.954,0.224,2026,N25,25.9
F1960,D,38923.0,12,0.881,0.353,2026,N20,27.88
F1961,B,152062.0,36,0.995,0.198,2026,N35,30.86
F1962,E,736905.0,36,0.875,0.278,2026,N26,32.03
F1963,B,85172.0,24,0.927,0.427,2026,N19,29.36
F1964,A,1928891.0,12,1.0,0.466,2026,N04,36.6
F1965,A,28225.0,36,0.949,0.473,2024,N16,29.84
F1966,E,49359.0,36,0.857,0.294,2024,N03,29.55
F1967,D,107641.0,12,0.884,0.54,2024,N24,29.38
F1968,B,248903.0,24,0.939,0.317,2025,N13,30.9
F1969,C,66778.0,12,0.88,0.22,2025,N26,27.64
F1970,C,212686.0,12,0.904,0.412,2024,N19,32.78
F1971,B,68280.0,36,0.927,0.371,2025,N23,31.45
F1972,A,174598.0,24,0.936,0.203,2024,N16,31.41
F1973,A,191447.0,24,0.904,0.362,2025,N20,29.8
F1974,E,119511.0,36,0.949,0.517,2026,N23,31.45
F1975,E,126402.0,24,0.932,0.55,2026,N06,31.47
F1976,A,72972.0,36,0.989,0.737,2025,N20,29.77
F1977,A,42723.0,36,0.864,0.18,2026,N21,25.65
F1978,E,3474910.0,36,0.869,0.361,2026,N23,35.85
F1979,E,34336.0,36,0.869,0.381,2024,N32,28.82
F1980,C,540028.0,36,0.859,0.163,2025,N12,32.19
F1981,D,362784.0,36,0.888,0.259,2024,N06,31.16
F1982,D,106415.0,12,0.869,0.377,2026,N32,30.1
F1983,B,98087.0,36,0.91,0.227,2025,N32,29.18
F1984,D,42644.0,12,0.87,0.371,2025,N11,29.85
F1985,B,133506.0,36,1.0,0.295,2026,N31,31.13
F1986,A,26928.0,24,0.894,0.571,2024,N31,28.87
F1987,D,104648.0,12,0.973,0.128,2025,N37,28.91
F1988,D,1174501.0,36,0.909,0.251,2025,N38,36.45
F1989,E,439612.0,24,0.893,0.547,2024,N16,33.35
F1990,B,20192.0,24,0.876,0.707,2025,N40,27.29
F1991,A,127226.0,12,0.935,0.574,2024,N26,31.97
F1992,A,65726.0,12,0.92,0.674,2025,N35,29.36
F1993,A,20316.0,24,0.873,0.096,2025,N17,25.07
F1994,E,412413.0,12,0.944,0.532,2025,N02,30.6
F1995,A,12146.0,24,0.941,0.539,2024,N30,27.08
F1996,B,189444.0,36,0.931,0.276,2026,N02,29.09
F1997,D,998327.0,12,0.878,0.243,2025,N24,32.64
F1998,E,722341.0,36,0.939,0.399,2026,N15,33.01
F1999,B,24391.0,36,0.977,0.515,2024,N38,26.04
F2000,B,80528.0,36,0.924,0.689,2026,N30,31.65
F2001,A,86928.0,36,0.885,0.506,2024,N33,30.94
F2002,D,99809.0,24,0.893,0.476,2024,N19,27.63
F2003,C,329460.0,36,1.0,0.406,2026,N33,32.42
F2004,D,238884.0,36,0.932,0.22,2024,N12,31.38
F2005,E,945771.0,24,0.925,0.484,2024,N18,32.59
F2006,B,53107.0,12,0.951,0.669,2026,N04,27.45
F2007,E,185538.0,12,0.904,0.515,2024,N20,33.13
F2008,C,504006.0,12,0.875,0.654,2026,N10,32.25
F2009,D,208294.0,24,0.943,0.217,2026,N33,30.41
F2010,E,12406.0,24,0.955,0.634,2025,N17,26.82
F2011,B,132690.0,36,0.974,0.095,2026,N40,28.64
F2012,B,147489.0,24,0.944,0.07,2026,N09,30.23
F2013,B,122068.0,36,0.943,0.404,2025,N20,31.12
F2014,A,37181.0,24,0.949,0.391,2026,N09,28.5
F2015,C,277273.0,36,0.973,0.883,2025,N08,31.76
F2016,D,124906.0,36,0.932,0.558,2026,N34,29.23
F2017,D,42865.0,24,0.87,0.344,2026,N02,27.29
F2018,E,204485.0,24,0.919,0.108,2026,N04,28.31
F2019,A,99348.0,12,0.992,0.575,2025,N35,29.69
F2020,B,58974.0,24,0.969,0.541,2025,N28,31.11
F2021,E,49561.0,36,0.968,0.258,2026,N32,29.9
F2022,A,30815.0,24,0.918,0.615,2026,N12,28.08
F2023,B,113738.0,12,0.945,0.552,2024,N29,31.88
F2024,B,54604.0,24,0.937,0.435,2024,N22,30.97
F2025,D,383454.0,36,0.929,0.146,2024,N26,32.28
F2026,C,95541.0,36,0.963,0.386,2025,N26,30.95
F2027,C,259402.0,36,0.926,0.499,2025,N20,32.76
F2028,E,40245.0,24,0.966,0.476,2024,N26,30.7
F2029,A,58858.0,36,0.947,0.13,2026,N19,27.92
F2030,D,110179.0,12,0.923,0.236,2026,N16,30.73
F2031,D,248471.0,24,0.944,0.324,2024,N33,31.14
F2032,E,306603.0,36,0.912,0.44,2024,N04,30.69
F2033,B,120874.0,36,0.903,0.11,2024,N21,31.2
F2034,B,137069.0,36,0.946,0.547,2024,N17,29.27
F2035,E,206368.0,12,0.99,0.173,2026,N05,29.23
F2036,B,264299.0,24,0.839,0.476,2025,N17,30.9
F2037,C,357021.0,24,0.934,0.138,2026,N04,30.74
F2038,D,13984.0,12,1.0,0.14,2024,N06,26.48
F2039,E,292366.0,36,0.944,0.426,2026,N31,29.43
F2040,E,94922.0,12,0.981,0.151,2026,N12,27.74
F2041,B,116190.0,36,0.887,0.24,2025,N07,29.21
F2042,D,41689.0,24,0.915,0.039,2026,N37,25.41
F2043,A,261861.0,36,0.984,0.513,2024,N27,31.94
F2044,E,445470.0,12,0.992,0.086,2025,N16,31.44
F2045,C,433181.0,36,0.91,0.398,2026,N32,30.33
F2046,C,50148.0,36,0.854,0.29,2024,N32,30.22
F2047,B,16513.0,36,0.922,0.616,2025,N16,25.08
F2048,B,498223.0,12,0.91,0.613,2026,N11,31.94
F2049,B,63131.0,36,0.926,0.681,2025,N06,29.7
F2050,A,13442.0,36,0.865,0.228,2025,N04,28.7
F2051,C,328035.0,36,0.888,0.169,2024,N10,31.23
F2052,B,8185.0,24,1.0,0.79,2024,N34,26.59
F2053,E,348116.0,36,0.861,0.216,2025,N20,31.07
F2054,D,56277.0,36,0.953,0.419,2026,N05,29.6
F2055,A,980407.0,36,0.973,0.439,2025,N39,33.31
F2056,D,110084.0,36,0.948,0.556,2025,N40,30.28
F2057,B,50052.0,24,0.908,0.343,2026,N37,28.35
F2058,B,117097.0,36,0.869,0.423,2024,N02,30.59
F2059,A,37486.0,24,0.874,0.347,2024,N08,29.58
F2060,B,50649.0,36,0.957,0.566,2025,N09,30.12
F2061,D,169922.0,36,0.93,0.387,2025,N11,30.77
F2062,A,107446.0,12,0.894,0.458,2025,N08,30.28
F2063,A,23818.0,12,0.948,0.642,2024,N28,27.92
F2064,C,61892.0,36,1.0,0.35,2026,N02,29.72
F2065,E,889211.0,24,0.922,0.222,2025,N04,33.05
F2066,B,20698.0,36,0.958,0.523,2024,N35,29.91
F2067,C,202316.0,36,0.948,0.352,2024,N04,31.12
F2068,E,2088297.0,36,0.972,0.562,2026,N18,35.37
F2069,D,39378.0,36,0.958,0.683,2024,N40,29.53
F2070,D,257677.0,24,0.998,0.177,2024,N09,31.76
F2071,A,109050.0,12,0.875,0.388,2026,N31,30.46
F2072,E,32564.0,24,0.935,0.322,2024,N08,29.71
F2073,C,268129.0,12,0.976,0.189,2026,N28,30.76
F2074,A,234806.0,24,0.857,0.619,2026,N16,31.29
F2075,C,97945.0,36,0.968,0.37,2026,N12,29.0
F2076,B,40760.0,24,0.854,0.874,2026,N10,29.1
F2077,B,328610.0,24,0.97,0.489,2026,N22,31.81
F2078,E,206958.0,24,0.999,0.055,2026,N28,30.41
F2079,A,72037.0,36,0.894,0.602,2025,N31,30.46
F2080,B,35219.0,24,1.0,0.56,2024,N30,30.25
F2081,B,71291.0,24,0.887,0.251,2024,N18,29.89
F2082,B,55882.0,12,0.983,0.609,2025,N03,29.52
F2083,E,50018.0,12,0.918,0.235,2025,N19,28.57
F2084,A,449256.0,36,0.905,0.614,2025,N14,31.5
F2085,A,87740.0,12,0.852,0.299,2026,N12,30.47
F2086,A,562859.0,12,0.852,0.355,2025,N30,30.49
F2087,D,415392.0,24,0.956,0.068,2026,N35,29.86
F2088,D,328965.0,12,0.95,0.119,2024,N26,29.26
F2089,C,188427.0,12,1.0,0.613,2024,N34,31.26
F2090,B,92677.0,36,0.85,0.34,2025,N11,29.34
F2091,B,93720.0,36,0.948,0.094,2026,N28,27.83
F2092,B,1124596.0,12,0.986,0.353,2026,N30,32.8
F2093,B,391074.0,24,0.943,0.377,2026,N40,31.55
F2094,C,66585.0,12,0.978,0.07,2024,N29,27.99
F2095,B,240040.0,24,0.844,0.321,2024,N18,30.05
F2096,D,54015.0,12,0.911,0.063,2025,N40,27.05
F2097,C,99464.0,12,0.903,0.64,2026,N33,30.46
F2098,A,31424.0,24,0.998,0.485,2025,N36,28.28
F2099,E,32911.0,36,0.917,0.382,2025,N24,28.98
F2100,A,28656.0,36,0.928,0.069,2025,N34,28.64
F2101,C,154971.0,24,0.947,0.293,2026,N06,30.07
F2102,A,403054.0,24,0.909,0.352,2024,N23,30.3
F2103,A,101207.0,36,0.909,0.24,2024,N13,30.05
F2104,A,159168.0,12,0.86,0.704,2025,N12,29.77
F2105,C,73269.0,12,1.0,0.396,2025,N27,29.32
F2106,D,54137.0,36,0.906,0.517,2024,N08,29.65
F2107,D,142859.0,24,1.0,0.249,2025,N11,29.56
F2108,C,24639.0,24,0.952,0.075,2025,N35,26.26
F2109,D,360178.0,12,0.975,0.78,2026,N09,33.69
F2110,A,257000.0,24,0.964,0.575,2024,N32,33.78
F2111,D,156929.0,12,1.0,0.412,2024,N17,32.25
F2112,B,101870.0,12,0.853,0.495,2026,N18,30.96
F2113,C,52969.0,12,1.0,0.099,2026,N21,30.59
F2114,A,693596.0,12,0.971,0.36,2024,N33,31.25
F2115,A,78400.0,36,0.884,0.925,2025,N36,32.37
F2116,C,50083.0,36,0.972,0.722,2025,N38,30.96
F2117,B,30287.0,36,0.899,0.361,2026,N01,29.41
F2118,D,42461.0,36,0.983,0.458,2026,N23,29.85
F2119,E,79261.0,36,0.914,0.611,2024,N36,30.04
F2120,A,65595.0,36,0.952,0.4,2024,N09,29.33
F2121,E,221392.0,24,0.968,0.422,2026,N14,32.02
F2122,E,58871.0,36,0.823,0.206,2025,N27,27.14
F2123,A,37687.0,24,0.984,0.541,2025,N24,28.76
F2124,D,189681.0,36,0.936,0.174,2024,N22,28.64
F2125,C,40570.0,12,0.957,0.519,2025,N12,27.18
F2126,E,872713.0,12,0.935,0.483,2026,N23,33.64
F2127,B,21272.0,24,0.958,0.099,2024,N01,26.62
F2128,C,84487.0,12,0.95,0.554,2025,N09,31.33
F2129,B,38198.0,12,0.912,0.633,2024,N08,28.16
F2130,C,147963.0,36,0.928,0.642,2025,N37,32.2
F2131,A,504076.0,12,1.0,0.16,2024,N35,33.49
F2132,A,57624.0,36,0.931,0.684,2026,N16,28.04
F2133,C,14943.0,24,0.895,0.6,2025,N19,26.32
F2134,E,143598.0,36,0.961,0.123,2025,N11,29.92
F2135,E,109271.0,24,0.894,0.3,2024,N11,29.36
F2136,D,218483.0,24,0.831,0.554,2026,N39,32.01
F2137,A,37502.0,12,1.0,0.563,2024,N25,28.38
F2138,D,46153.0,12,0.947,0.392,2024,N38,29.11
F2139,A,40098.0,24,0.925,0.333,2024,N04,26.49
F2140,D,51411.0,24,1.0,0.468,2024,N30,31.34
F2141,C,89566.0,12,1.0,0.539,2024,N07,31.36
F2142,B,520801.0,36,0.912,0.389,2025,N38,34.29
F2143,E,171353.0,24,0.954,0.429,2024,N27,31.61
F2144,E,63953.0,24,0.979,0.684,2026,N37,28.85
F2145,D,17554.0,12,0.886,0.179,2025,N12,26.72
F2146,D,566184.0,12,0.952,0.215,2026,N26,30.93
F2147,B,221727.0,24,1.0,0.633,2025,N23,30.22
F2148,B,539641.0,24,1.0,0.143,2026,N27,32.41
F2149,B,3574.0,12,0.982,0.415,2024,N26,22.19
F2150,D,1771266.0,36,0.97,0.272,2025,N36,36.83
F2151,D,30940.0,12,0.967,0.022,2026,N40,27.1
F2152,C,26519.0,36,0.919,0.605,2025,N33,30.03
F2153,E,42158.0,12,0.924,0.561,2025,N16,28.12
F2154,D,51978.0,36,0.852,0.15,2024,N19,28.76
F2155,E,519074.0,12,0.971,0.363,2025,N13,31.52
F2156,A,6237.0,36,0.922,0.313,2026,N19,24.02
F2157,D,204189.0,12,0.93,0.071,2024,N03,30.75
F2158,E,484301.0,24,0.914,0.602,2025,N26,33.14
F2159,A,394453.0,12,0.959,0.637,2026,N30,32.3
F2160,B,226964.0,36,1.0,0.662,2024,N23,33.14
F2161,D,318409.0,24,0.911,0.254,2024,N09,32.84
F2162,E,63348.0,36,0.861,0.067,2024,N26,29.81
F2163,E,42291.0,12,0.906,0.182,2026,N29,25.8
F2164,E,45673.0,12,0.872,0.646,2024,N35,29.2
F2165,B,11769.0,24,0.869,0.708,2024,N30,27.75
F2166,A,321981.0,24,0.944,0.262,2026,N22,31.13
F2167,A,93692.0,12,0.974,0.445,2024,N07,28.38
F2168,D,153723.0,12,0.866,0.236,2025,N20,30.38
F2169,E,609275.0,24,0.976,0.571,2026,N38,33.31
F2170,A,529866.0,24,0.919,0.477,2024,N23,33.06
F2171,D,197965.0,12,0.995,0.241,2025,N13,30.21
F2172,B,37590.0,24,0.968,0.32,2025,N06,28.45
F2173,A,11731.0,36,0.992,0.365,2025,N34,25.55
F2174,E,287703.0,36,1.0,0.303,2025,N30,31.49
F2175,D,13142.0,36,0.899,0.228,2026,N17,25.78
F2176,D,69910.0,24,0.987,0.251,2024,N04,27.95
F2177,B,84513.0,12,0.986,0.752,2026,N13,30.09
F2178,D,39945.0,24,0.976,0.241,2026,N18,26.29
F2179,C,113326.0,24,0.9,0.276,2026,N32,28.96
F2180,C,298076.0,24,0.895,0.549,2025,N27,31.27
F2181,D,570707.0,24,0.942,0.565,2026,N28,34.16
F2182,B,57573.0,24,0.932,0.208,2025,N04,27.69
F2183,E,18959.0,36,0.998,0.289,2026,N17,27.78
F2184,A,75282.0,12,0.941,0.385,2024,N20,28.93
F2185,D,26789.0,24,0.881,0.285,2025,N20,26.38
F2186,D,29286.0,12,0.959,0.449,2026,N13,29.51
F2187,C,130779.0,24,0.943,0.366,2026,N06,30.71
F2188,E,362907.0,36,0.924,0.57,2025,N27,32.42
F2189,D,116974.0,24,0.957,0.375,2026,N25,32.21
F2190,C,133506.0,36,0.939,0.093,2025,N22,29.13
F2191,D,386684.0,24,0.933,0.501,2024,N20,32.63
F2192,C,208672.0,36,0.885,0.533,2026,N28,30.85
F2193,D,24065.0,24,1.0,0.66,2025,N18,27.02
F2194,D,47932.0,24,0.96,0.266,2026,N17,29.16
F2195,C,58944.0,12,0.927,0.351,2026,N22,27.57
F2196,A,551263.0,12,0.883,0.51,2025,N01,32.05
F2197,E,19379.0,24,0.968,0.191,2024,N23,25.29
F2198,D,75795.0,36,0.949,0.212,2026,N07,27.31
F2199,C,3375.0,36,0.901,0.713,2026,N25,25.89
F2200,E,49843.0,12,0.947,0.496,2024,N09,28.99
F2201,A,30869.0,24,0.917,0.291,2024,N24,28.61
F2202,A,27765.0,12,0.974,0.568,2025,N14,26.22
F2203,E,199015.0,36,0.82,0.421,2026,N05,31.04
F2204,E,32476.0,24,0.945,0.365,2024,N09,28.8
F2205,A,471493.0,12,0.948,0.044,2026,N27,30.79
F2206,E,111525.0,12,0.869,0.373,2024,N04,28.28
F2207,C,66180.0,12,0.96,0.707,2024,N40,30.87
F2208,E,25229.0,24,0.902,0.261,2025,N27,25.91
F2209,A,727346.0,12,0.9,0.348,2025,N30,32.64
F2210,A,107077.0,12,0.951,0.551,2026,N05,32.47
F2211,B,799557.0,24,0.951,0.657,2025,N20,35.33
F2212,C,1861120.0,36,0.923,0.284,2024,N22,35.1
F2213,E,97875.0,36,0.983,0.703,2024,N01,31.96
F2214,D,239921.0,36,0.963,0.345,2026,N06,30.97
F2215,D,517476.0,24,0.915,0.126,2025,N40,31.96
F2216,D,102570.0,24,0.99,0.66,2026,N31,31.85
F2217,D,13975.0,12,0.921,0.612,2024,N20,26.13
F2218,B,340774.0,36,0.826,0.421,2024,N15,31.04
F2219,D,52175.0,24,1.0,0.135,2024,N12,28.78
F2220,E,24509.0,12,0.896,0.572,2026,N14,28.16
F2221,D,47601.0,24,0.972,0.066,2024,N31,28.96
F2222,A,546258.0,36,0.913,0.32,2026,N07,33.59
F2223,A,29814.0,24,0.948,0.528,2024,N38,27.35
F2224,D,49809.0,12,0.95,0.195,2026,N31,26.9
F2225,B,26875.0,24,0.997,0.317,2024,N25,26.31
F2226,E,435203.0,36,1.0,0.165,2025,N05,32.74
F2227,E,238687.0,12,0.878,0.156,2025,N04,30.77
F2228,E,740895.0,36,1.0,0.482,2024,N20,34.62
F2229,B,337669.0,24,0.962,0.095,2026,N28,31.86
F2230,E,198481.0,12,0.985,0.039,2024,N35,28.82
F2231,D,642436.0,24,0.904,0.343,2026,N01,33.06
F2232,C,392137.0,12,0.919,0.516,2024,N15,32.65
F2233,B,153386.0,36,0.937,0.185,2025,N38,31.48
F2234,E,268860.0,36,0.972,0.123,2025,N25,31.93
F2235,A,1220199.0,24,0.905,0.723,2024,N10,34.36
F2236,E,255888.0,24,0.957,0.412,2024,N03,33.46
F2237,C,14382.0,36,0.983,0.337,2025,N39,27.99
F2238,D,8205.0,36,0.958,0.532,2024,N15,28.12
F2239,C,34282.0,36,0.914,0.745,2024,N11,27.96
F2240,D,401759.0,36,0.917,0.758,2024,N29,32.01
F2241,A,199226.0,24,0.891,0.348,2025,N05,29.21
F2242,A,276719.0,36,0.972,0.222,2024,N28,32.1
F2243,D,96246.0,24,0.929,0.38,2025,N39,28.63
