verbatim_id,client_id,canal,date,texte,service_destinataire
V000358,73887,enquete,2025-04-11 00:00:00,la qualite n est pas au rendez vous,produit
V000359,48940,chat,2025-10-13 00:00:00,impossible de joindre le service client,contact
V000360,35717,enquete,2026-02-04 00:00:00,personne ne repond au telephone,contact
V000361,15064,avis,2026-03-10 00:00:00,la qualite n est pas au rendez vous,produit
V000362,35802,chat,2026-06-27 00:00:00,delai de livraison beaucoup trop long,livraison
V000363,29460,reclamation,2026-04-03 00:00:00,promotion interessante ce mois ci,prix
V000364,61093,enquete,2026-06-22 00:00:00,les prix ont augmente,prix
V000365,21067,chat,2025-11-25 00:00:00,delai de livraison beaucoup trop long,livraison
V000366,71800,chat,2026-06-08 00:00:00,le produit ne correspond pas a la photo,produit
V000367,48571,avis,2026-01-23 00:00:00,bon rapport qualite prix,prix
V000368,18362,avis,2026-04-24 00:00:00,le remboursement n arrive pas,retour
V000369,14990,reclamation,2026-06-21 00:00:00,le produit ne correspond pas a la photo,produit
V000370,19168,chat,2026-06-18 00:00:00,impossible de retourner l article,retour
V000371,55903,reclamation,2026-05-30 00:00:00,procedure de retour incomprehensible,retour
V000372,59111,avis,2025-12-24 00:00:00,promotion interessante ce mois ci,prix
V000373,56184,avis,2025-09-25 00:00:00,le remboursement n arrive pas,retour
V000374,38513,enquete,2025-06-09 00:00:00,procedure de retour incomprehensible,retour
V000375,11390,enquete,2026-05-09 00:00:00,le remboursement n arrive pas,retour
V000376,53187,chat,2025-12-27 00:00:00,le produit ne correspond pas a la photo,produit
V000377,76078,enquete,2026-04-08 00:00:00,livraison pas rapide du tout,livraison
V000378,48265,enquete,2025-06-02 00:00:00,promotion interessante ce mois ci,prix
V000379,52271,enquete,2025-07-05 00:00:00,impossible de retourner l article,retour
V000380,48755,reclamation,2026-03-29 00:00:00,impossible de retourner l article,retour
V000381,6510,enquete,2026-07-05 00:00:00,impossible de joindre le service client,contact
V000382,27402,enquete,2025-07-25 00:00:00,le produit ne correspond pas a la photo,produit
V000383,76007,avis,2025-07-22 00:00:00,livraison pas rapide du tout,livraison
V000384,50748,enquete,2025-07-08 00:00:00,personne ne repond au telephone,contact
V000385,10414,chat,2025-09-18 00:00:00,procedure de retour incomprehensible,retour
V000386,77852,enquete,2025-06-14 00:00:00,le remboursement n arrive pas,retour
V000387,76889,avis,2025-08-13 00:00:00,personne ne repond au telephone,contact
V000388,75396,avis,2025-06-27 00:00:00,impossible de joindre le service client,contact
V000389,69218,avis,2025-12-22 00:00:00,la qualite n est pas au rendez vous,produit
V000390,79939,enquete,2026-04-05 00:00:00,le colis est arrive en retard,livraison
V000391,63494,enquete,2026-01-01 00:00:00,procedure de retour incomprehensible,retour
V000392,13182,avis,2025-07-19 00:00:00,la qualite n est pas au rendez vous,produit
V000393,47613,avis,2025-12-08 00:00:00,les prix ont augmente,prix
V000394,20906,chat,2025-06-09 00:00:00,bon rapport qualite prix,prix
V000395,57945,reclamation,2026-01-15 00:00:00,procedure de retour incomprehensible,retour
V000396,63566,chat,2026-03-25 00:00:00,conseiller tres aimable et efficace,contact
V000397,51319,avis,2025-11-23 00:00:00,les prix ont augmente,prix
V000398,10268,reclamation,2025-09-17 00:00:00,les prix ont augmente,prix
V000399,28959,reclamation,2026-04-26 00:00:00,impossible de joindre le service client,contact
V000400,73037,avis,2026-07-18 00:00:00,promotion interessante ce mois ci,prix
V000401,64240,enquete,2025-05-13 00:00:00,delai de livraison beaucoup trop long,livraison
V000402,1888,reclamation,2025-12-27 00:00:00,delai de livraison beaucoup trop long,livraison
V000403,53931,reclamation,2025-08-09 00:00:00,la qualite n est pas au rendez vous,produit
V000404,39496,enquete,2025-10-12 00:00:00,les prix ont augmente,prix
V000405,14778,avis,2026-02-19 00:00:00,bon rapport qualite prix,prix
V000406,17287,reclamation,2026-08-05 00:00:00,livraison pas rapide du tout,livraison
V000407,53141,avis,2026-05-04 00:00:00,livraison pas rapide du tout,livraison
V000408,36547,reclamation,2026-02-20 00:00:00,bon rapport qualite prix,prix
V000409,24384,reclamation,2026-02-10 00:00:00,procedure de retour incomprehensible,retour
V000410,39267,avis,2026-04-21 00:00:00,personne ne repond au telephone,contact
V000411,55711,enquete,2025-11-13 00:00:00,impossible de joindre le service client,contact
V000412,49774,reclamation,2026-04-20 00:00:00,delai de livraison beaucoup trop long,livraison
V000413,25277,avis,2025-12-25 00:00:00,impossible de joindre le service client,contact
V000414,33120,reclamation,2025-07-11 00:00:00,promotion interessante ce mois ci,prix
V000415,33619,enquete,2026-02-27 00:00:00,conseiller tres aimable et efficace,contact
V000416,32137,reclamation,2026-06-29 00:00:00,le colis est arrive en retard,livraison
V000417,64856,reclamation,2026-05-05 00:00:00,personne ne repond au telephone,contact
V000418,59389,chat,2026-04-05 00:00:00,promotion interessante ce mois ci,prix
V000419,3149,chat,2026-02-28 00:00:00,procedure de retour incomprehensible,retour
V000420,3028,avis,2025-07-13 00:00:00,le remboursement n arrive pas,retour
V000421,67673,chat,2025-09-10 00:00:00,personne ne repond au telephone,contact
V000422,30938,avis,2026-03-28 00:00:00,delai de livraison beaucoup trop long,livraison
V000423,21495,reclamation,2026-06-28 00:00:00,impossible de joindre le service client,contact
V000424,57123,enquete,2025-06-21 00:00:00,promotion interessante ce mois ci,prix
V000425,19128,enquete,2025-09-28 00:00:00,la qualite n est pas au rendez vous,produit
V000426,24940,reclamation,2026-08-10 00:00:00,personne ne repond au telephone,contact
V000427,12177,chat,2026-04-25 00:00:00,le remboursement n arrive pas,retour
V000428,5566,avis,2026-03-13 00:00:00,delai de livraison beaucoup trop long,livraison
V000429,19628,chat,2026-06-19 00:00:00,article conforme et solide,produit
V000430,30284,chat,2025-09-04 00:00:00,le produit ne correspond pas a la photo,produit
V000431,10930,enquete,2026-05-29 00:00:00,les prix ont augmente,prix
V000432,63326,chat,2025-05-10 00:00:00,bon rapport qualite prix,prix
V000433,44419,enquete,2025-07-27 00:00:00,impossible de joindre le service client,contact
V000434,24684,reclamation,2026-07-11 00:00:00,personne ne repond au telephone,contact
V000435,61453,chat,2026-06-25 00:00:00,livraison pas rapide du tout,livraison
V000436,35973,chat,2025-06-08 00:00:00,le produit ne correspond pas a la photo,produit
V000437,30831,reclamation,2026-08-06 00:00:00,article conforme et solide,produit
V000438,68428,reclamation,2025-09-06 00:00:00,bon rapport qualite prix,prix
V000439,65194,avis,2025-08-22 00:00:00,le colis est arrive en retard,livraison
V000440,4498,chat,2025-08-10 00:00:00,les prix ont augmente,prix
V000441,76397,reclamation,2026-05-20 00:00:00,le remboursement n arrive pas,retour
V000442,6428,avis,2026-02-16 00:00:00,bon rapport qualite prix,prix
V000443,59499,avis,2025-10-06 00:00:00,le remboursement n arrive pas,retour
V000444,13214,reclamation,2025-07-24 00:00:00,la qualite n est pas au rendez vous,produit
V000445,16629,chat,2026-02-09 00:00:00,les prix ont augmente,prix
V000446,73761,reclamation,2025-07-02 00:00:00,impossible de retourner l article,retour
V000447,70489,reclamation,2026-01-08 00:00:00,la qualite n est pas au rendez vous,produit
V000448,1580,avis,2025-10-04 00:00:00,article conforme et solide,produit
V000449,34296,chat,2025-05-07 00:00:00,les prix ont augmente,prix
V000450,16014,avis,2025-07-02 00:00:00,les prix ont augmente,prix
V000451,64389,reclamation,2025-06-11 00:00:00,bon rapport qualite prix,prix
V000452,57321,chat,2026-04-29 00:00:00,delai de livraison beaucoup trop long,livraison
V000453,3498,chat,2025-06-28 00:00:00,bon rapport qualite prix,prix
V000454,53208,chat,2026-06-12 00:00:00,la qualite n est pas au rendez vous,produit
V000455,27577,enquete,2026-07-14 00:00:00,impossible de retourner l article,retour
V000456,77368,reclamation,2026-08-05 00:00:00,le colis est arrive en retard,livraison
V000457,71806,chat,2026-04-27 00:00:00,livraison pas rapide du tout,livraison
V000458,42296,chat,2025-09-04 00:00:00,impossible de retourner l article,retour
V000459,34955,avis,2025-11-15 00:00:00,conseiller tres aimable et efficace,contact
V000460,69577,chat,2026-08-14 00:00:00,le produit ne correspond pas a la photo,produit
V000461,9494,avis,2026-06-24 00:00:00,article conforme et solide,produit
V000462,45707,chat,2025-05-13 00:00:00,personne ne repond au telephone,contact
V000463,28584,avis,2026-01-29 00:00:00,promotion interessante ce mois ci,prix
V000464,11054,reclamation,2026-03-29 00:00:00,livraison pas rapide du tout,livraison
V000465,14186,enquete,2025-08-26 00:00:00,impossible de retourner l article,retour
V000466,70803,enquete,2025-11-05 00:00:00,conseiller tres aimable et efficace,contact
V000467,51615,enquete,2026-05-12 00:00:00,promotion interessante ce mois ci,prix
V000468,3397,reclamation,2025-07-11 00:00:00,conseiller tres aimable et efficace,contact
V000469,6843,reclamation,2026-03-21 00:00:00,livraison pas rapide du tout,livraison
V000470,8653,avis,2026-02-19 00:00:00,delai de livraison beaucoup trop long,livraison
V000471,47557,chat,2025-07-05 00:00:00,article conforme et solide,produit
V000472,47517,reclamation,2025-09-25 00:00:00,impossible de retourner l article,retour
V000473,60823,avis,2025-05-24 00:00:00,livraison pas rapide du tout,livraison
V000474,8332,avis,2026-01-26 00:00:00,les prix ont augmente,prix
V000475,7346,enquete,2025-04-23 00:00:00,bon rapport qualite prix,prix
V000476,22778,avis,2025-05-25 00:00:00,le produit ne correspond pas a la photo,produit
V000477,39007,avis,2026-04-28 00:00:00,procedure de retour incomprehensible,retour
V000478,23116,reclamation,2025-07-23 00:00:00,bon rapport qualite prix,prix
V000479,16574,avis,2026-03-26 00:00:00,le colis est arrive en retard,livraison
V000480,11050,chat,2025-05-03 00:00:00,conseiller tres aimable et efficace,contact
V000481,49376,avis,2025-10-24 00:00:00,procedure de retour incomprehensible,retour
V000482,44474,enquete,2025-06-06 00:00:00,promotion interessante ce mois ci,prix
V000483,775,avis,2025-08-24 00:00:00,conseiller tres aimable et efficace,contact
V000484,29791,avis,2025-10-25 00:00:00,impossible de joindre le service client,contact
V000485,49137,reclamation,2026-02-14 00:00:00,impossible de joindre le service client,contact
V000486,55457,chat,2026-08-09 00:00:00,bon rapport qualite prix,prix
V000487,79150,enquete,2025-12-27 00:00:00,bon rapport qualite prix,prix
V000488,5223,enquete,2025-09-27 00:00:00,impossible de joindre le service client,contact
V000489,32791,avis,2026-07-23 00:00:00,procedure de retour incomprehensible,retour
V000490,50196,avis,2026-06-26 00:00:00,le colis est arrive en retard,livraison
V000491,63096,chat,2026-06-23 00:00:00,bon rapport qualite prix,prix
V000492,10055,reclamation,2025-08-16 00:00:00,promotion interessante ce mois ci,prix
V000493,13874,avis,2026-08-03 00:00:00,le produit ne correspond pas a la photo,produit
V000494,33337,reclamation,2026-03-19 00:00:00,la qualite n est pas au rendez vous,produit
V000495,79868,avis,2026-01-18 00:00:00,conseiller tres aimable et efficace,contact
V000496,50811,chat,2025-05-28 00:00:00,le colis est arrive en retard,livraison
V000497,56424,reclamation,2025-08-17 00:00:00,la qualite n est pas au rendez vous,produit
V000498,33393,chat,2026-08-13 00:00:00,impossible de joindre le service client,contact
V000499,68214,reclamation,2026-05-19 00:00:00,promotion interessante ce mois ci,prix
V000500,34293,avis,2025-11-23 00:00:00,la qualite n est pas au rendez vous,produit
V000501,51421,chat,2026-05-20 00:00:00,livraison pas rapide du tout,livraison
V000502,67386,avis,2025-12-10 00:00:00,personne ne repond au telephone,contact
V000503,51745,reclamation,2025-07-09 00:00:00,livraison pas rapide du tout,livraison
V000504,46221,chat,2026-06-09 00:00:00,le remboursement n arrive pas,retour
V000505,16089,avis,2025-05-08 00:00:00,impossible de retourner l article,retour
V000506,17842,avis,2026-05-24 00:00:00,les prix ont augmente,prix
V000507,42552,chat,2025-08-30 00:00:00,personne ne repond au telephone,contact
V000508,51652,reclamation,2025-07-28 00:00:00,la qualite n est pas au rendez vous,produit
V000509,56187,avis,2025-11-15 00:00:00,promotion interessante ce mois ci,prix
V000510,69458,chat,2026-07-24 00:00:00,promotion interessante ce mois ci,prix
V000511,67435,enquete,2025-07-10 00:00:00,le colis est arrive en retard,livraison
V000512,26241,reclamation,2026-07-17 00:00:00,le colis est arrive en retard,livraison
V000513,69252,enquete,2025-07-13 00:00:00,article conforme et solide,produit
V000514,25759,chat,2025-10-13 00:00:00,promotion interessante ce mois ci,prix
V000515,571,avis,2025-12-03 00:00:00,la qualite n est pas au rendez vous,produit
V000516,55448,enquete,2026-07-22 00:00:00,procedure de retour incomprehensible,retour
V000517,6016,enquete,2026-01-24 00:00:00,procedure de retour incomprehensible,retour
V000518,79789,avis,2025-05-21 00:00:00,livraison pas rapide du tout,livraison
V000519,33521,chat,2026-08-02 00:00:00,promotion interessante ce mois ci,prix
V000520,68797,chat,2026-05-21 00:00:00,le produit ne correspond pas a la photo,produit
V000521,1698,reclamation,2025-08-20 00:00:00,personne ne repond au telephone,contact
V000522,42541,enquete,2025-07-22 00:00:00,impossible de joindre le service client,contact
V000523,49441,reclamation,2025-10-20 00:00:00,impossible de retourner l article,retour
V000524,5187,chat,2025-10-03 00:00:00,les prix ont augmente,prix
V000525,55796,chat,2026-07-09 00:00:00,le produit ne correspond pas a la photo,produit
V000526,64913,reclamation,2025-12-04 00:00:00,bon rapport qualite prix,prix
V000527,35093,chat,2025-08-14 00:00:00,le colis est arrive en retard,livraison
V000528,30812,avis,2026-02-08 00:00:00,delai de livraison beaucoup trop long,livraison
V000529,6429,chat,2025-09-19 00:00:00,personne ne repond au telephone,contact
V000530,40521,avis,2025-12-25 00:00:00,procedure de retour incomprehensible,retour
V000531,26759,enquete,2026-05-10 00:00:00,livraison pas rapide du tout,livraison
V000532,30672,reclamation,2025-12-09 00:00:00,le remboursement n arrive pas,retour
V000533,43898,enquete,2025-06-13 00:00:00,impossible de joindre le service client,contact
V000534,51245,chat,2025-08-13 00:00:00,conseiller tres aimable et efficace,contact
V000535,145,avis,2025-11-09 00:00:00,personne ne repond au telephone,contact
V000536,33712,avis,2025-09-16 00:00:00,conseiller tres aimable et efficace,contact
V000537,14269,chat,2025-08-14 00:00:00,impossible de retourner l article,retour
V000538,32156,enquete,2026-05-31 00:00:00,le remboursement n arrive pas,retour
V000539,49424,reclamation,2026-08-15 00:00:00,le remboursement n arrive pas,retour
V000540,16681,enquete,2025-07-16 00:00:00,la qualite n est pas au rendez vous,produit
V000541,37070,chat,2025-06-21 00:00:00,la qualite n est pas au rendez vous,produit
V000542,21595,chat,2025-05-07 00:00:00,delai de livraison beaucoup trop long,livraison
V000543,75185,avis,2025-06-08 00:00:00,le remboursement n arrive pas,retour
V000544,11616,enquete,2026-02-08 00:00:00,le colis est arrive en retard,livraison
V000545,33368,avis,2026-03-31 00:00:00,promotion interessante ce mois ci,prix
V000546,31602,reclamation,2025-09-15 00:00:00,personne ne repond au telephone,contact
V000547,44503,reclamation,2026-06-22 00:00:00,conseiller tres aimable et efficace,contact
V000548,38481,avis,2026-01-17 00:00:00,promotion interessante ce mois ci,prix
V000549,5674,avis,2026-01-13 00:00:00,procedure de retour incomprehensible,retour
V000550,5278,chat,2025-05-30 00:00:00,le colis est arrive en retard,livraison
V000551,25852,chat,2026-04-04 00:00:00,impossible de joindre le service client,contact
V000552,40386,avis,2025-05-05 00:00:00,livraison pas rapide du tout,livraison
V000553,17162,reclamation,2026-04-24 00:00:00,impossible de retourner l article,retour
