"fournisseur","categorie","volume_annuel","duree_accord","taux_service","part_marque_nationale","exercice","negociateur","taux_remise","attendu","borne_basse","ecart","signale","enjeu_euros"
"F0214","C",1048322,12,0.901,0.385,2026,"N11",32.72,33.3861454470066,31.4210533155936,-0.666145447006599,FALSE,6983.34927296852
"F0215","E",598604,12,0.965,0.597,2025,"N35",34.08,33.1365053140962,31.1715317751302,0.943494685903765,FALSE,0
"F0216","E",319495,24,0.955,0.72,2025,"N39",35.31,32.723048802627,30.7585321782932,2.58695119737303,FALSE,0
"F0217","D",113166,36,0.936,0.124,2026,"N37",31.95,29.6215668281723,27.6573499862063,2.32843317182768,FALSE,0
"F0218","D",431994,12,0.878,0.263,2026,"N01",30.16,31.5176383495439,29.5527821214928,-1.35763834954391,FALSE,5864.91621172873
"F0219","A",38197,24,0.966,0.225,2026,"N35",28.74,27.9279718916899,25.9641262865878,0.812028108310141,FALSE,0
"F0220","C",20667,24,0.975,0.104,2025,"N26",26.03,26.7592262921313,24.7944919097324,-0.729226292131273,FALSE,150.70919779477
"F0221","A",200301,12,0.945,0.624,2026,"N25",31.34,31.3995223370978,29.4354655673055,-0.0595223370977926,FALSE,119.22383643025
"F0222","B",116151,24,0.892,0.219,2026,"N05",30.63,29.5761514949638,27.6123270286849,1.05384850503622,FALSE,0
"F0223","C",331662,12,0.985,0.165,2025,"N17",32.57,31.1312278358153,29.1663917697698,1.43877216418473,FALSE,0
"F0224","D",37061,36,0.956,0.462,2025,"N38",30.03,28.8697998176426,26.9058471557746,1.1602001823574,FALSE,0
"F0225","D",134527,12,0.931,0.567,2025,"N23",30.78,30.6520570617495,28.6881607800414,0.127942938250548,FALSE,0
"F0226","E",27327,36,0.98,0.537,2025,"N40",29.86,28.5817296043191,26.6169746458736,1.27827039568087,FALSE,0
"F0227","C",62853,24,0.912,0.235,2025,"N22",29.29,28.7903670994279,26.8267908893077,0.499632900572141,FALSE,0
"F0228","D",165435,36,0.946,0.564,2024,"N30",30.82,31.5344792820819,29.5706857293049,-0.714479282081896,FALSE,1181.99880031219
"F0229","C",87533,24,0.953,0.065,2025,"N33",27.82,28.920699256978,26.9565189159919,-1.10069925697804,FALSE,963.475080610587
"F0230","D",30799,12,0.961,0.125,2025,"N13",28.1,27.1038837848946,25.1393201504905,0.996116215105413,FALSE,0
"F0231","D",16732,24,0.893,0.063,2024,"N22",27.49,26.0886285165168,24.1237518942781,1.40137148348315,FALSE,0
"F0232","B",59747,24,0.935,0.179,2026,"N37",29.4,28.4799718677918,26.5162742092978,0.920028132208202,FALSE,0
"F0233","B",31507,12,0.945,0.847,2026,"N28",28.18,29.0862655807865,27.1206539821749,-0.906265580786531,FALSE,285.537096538412
"F0234","B",16922,12,0.954,0.755,2024,"N23",27.69,27.8970683532195,25.9316370037526,-0.207068353219498,FALSE,35.0401067318034
"F0235","D",105155,36,0.966,0.26,2025,"N19",27.98,29.9916955328382,28.0278003471031,-2.01169553283823,TRUE,2115.39843755604
"F0236","B",31934,36,0.934,0.798,2026,"N12",32.46,29.480489890651,27.5152095342386,2.97951010934898,FALSE,0
"F0237","E",434541,12,0.985,0.528,2026,"N17",32.17,32.4185883855215,30.4539106085617,-0.248588385521522,FALSE,1080.21845632908
"F0238","C",1132222,36,0.928,0.357,2024,"N21",31.46,34.0615405224707,32.0966175455526,-2.60154052247066,TRUE,29455.2141343277
"F0239","D",361579,36,0.895,0.427,2026,"N18",31.61,32.2571353252236,30.2929052351002,-0.647135325223573,FALSE,2339.90543759014
"F0240","E",2683269,36,0.956,0.433,2026,"N24",36.2,35.5447618412591,33.5786826790877,0.65523815874095,FALSE,0
"F0241","C",22161,12,0.906,0.134,2025,"N02",24.73,26.5591092564028,24.5941106539868,-1.82910925640277,FALSE,405.348902311418
"F0242","C",12220,36,0.904,0.519,2025,"N04",27.79,27.2154130080866,25.2505095828928,0.574586991913446,FALSE,0
"F0243","E",80228,24,1,0.181,2026,"N10",30,29.030032026316,27.0657325538902,0.969967973683957,FALSE,0
"F0244","A",11580,24,0.946,0.548,2025,"N04",29.23,26.9346721258122,24.9702803374319,2.29532787418778,FALSE,0
"F0245","E",113128,24,0.945,0.346,2026,"N14",30.18,29.9404371860824,27.9771618704292,0.239562813917605,FALSE,0
"F0246","C",273592,24,1,0.35,2025,"N39",30.99,31.6370443127707,29.6730234553613,-0.647044312770742,FALSE,1770.26147619573
"F0247","E",242431,12,0.892,0.464,2025,"N36",31,31.1760274905284,29.2117043910972,-0.17602749052844,FALSE,426.745205563004
"F0248","B",305938,36,0.894,0.724,2025,"N29",31.38,32.8658638316644,30.9008788739682,-1.48586383166442,FALSE,4545.8220893175
"F0249","E",74512,12,1,0.483,2026,"N29",30.66,29.4951346073109,27.5306981618082,1.16486539268913,FALSE,0
"F0250","D",88047,36,0.932,0.605,2025,"N29",33,30.6128730570235,28.6489001369943,2.38712694297646,FALSE,0
"F0251","A",127953,24,0.918,0.834,2025,"N30",31.88,31.534983642178,29.5703491676217,0.345016357822018,FALSE,0
"F0252","B",89120,36,0.981,0.201,2026,"N24",29.94,29.5352600333032,27.5708750132927,0.40473996669683,FALSE,0
"F0253","E",290178,12,0.832,0.592,2025,"N01",30.94,31.7103671559353,29.7442440317995,-0.770367155935286,FALSE,2235.43600574989
"F0254","E",58735,24,0.949,0.51,2025,"N12",29.57,29.4074433159844,27.4439227673113,0.162556684015591,FALSE,0
"F0255","D",90593,24,0.921,0.514,2026,"N09",29.59,30.0676588032122,28.1043853485548,-0.477658803212247,FALSE,432.725439594071
"F0256","C",41601,12,0.991,0.172,2025,"N03",28.77,27.8359880424076,25.8712244675706,0.934011957592354,FALSE,0
"F0257","C",301206,36,0.974,0.537,2024,"N24",32.48,32.5331314677396,30.5689466979263,-0.0531314677396466,FALSE,160.03516871988
"F0258","C",110526,24,0.979,0.64,2024,"N05",27.4,30.9602372203556,28.9964265771484,-3.56023722035563,TRUE,3934.98779017026
"F0259","A",111825,12,0.999,0.717,2024,"N37",34.11,30.8777088560217,28.9128131142531,3.23229114397833,FALSE,0
"F0260","C",53269,24,0.958,0.344,2025,"N06",29.32,28.9188799660583,26.9555211770864,0.401120033941652,FALSE,0
"F0261","A",11411,36,0.894,0.401,2024,"N24",24.75,26.6647609528612,24.6997513894652,-1.91476095286119,FALSE,218.493372330991
"F0262","C",55343,36,0.98,0.399,2024,"N13",29.4,29.4418382365293,27.4778567899838,-0.041838236529312,FALSE,23.1545352424171
"F0263","C",7125,12,0.973,0.537,2025,"N30",26.63,26.0011480841741,24.0356197334496,0.628851915825852,FALSE,0
"F0264","E",87624,36,1,0.273,2026,"N11",29.84,29.6956402755253,27.731047292814,0.144359724474722,FALSE,0
"F0265","E",21716,24,0.97,0.325,2024,"N30",24.46,27.3326470776064,25.3686807528262,-2.87264707760637,TRUE,623.824039372999
"F0266","A",434860,24,0.951,0.125,2024,"N12",30.6,31.5638882365857,29.5996573487388,-0.963888236585671,FALSE,4191.56438561645
"F0267","C",44131,12,1,0.64,2026,"N01",26.09,29.214991776147,27.2502264087416,-3.12499177614697,TRUE,1379.09012073142
"F0268","D",87370,12,0.886,0.565,2025,"N22",30.71,29.8696589079505,27.9053652149156,0.840341092049549,FALSE,0
"F0269","E",52474,36,0.97,0.442,2026,"N22",29.61,29.2924866092197,27.3283796217267,0.317513390780267,FALSE,0
"F0270","B",24159,24,0.899,0.719,2025,"N03",29,28.5279561904199,26.563300873201,0.472043809580111,FALSE,0
"F0271","C",14975,24,0.885,0.266,2025,"N36",25.54,26.5281489680156,24.5635403519206,-0.988148968015565,FALSE,147.975307960331
"F0272","A",4664,36,0.951,0.954,2026,"N14",28.34,26.8458916786193,24.8775017863334,1.49410832138066,FALSE,0
"F0273","A",43310,12,0.934,0.323,2024,"N29",28.19,28.1269500600998,26.1631973535856,0.0630499399002105,FALSE,0
"F0274","A",8284,24,0.838,0.295,2025,"N08",25.2,25.4821344241326,23.5159203721907,-0.282134424132646,FALSE,23.3720156951484
"F0275","A",359188,36,0.976,0.17,2024,"N04",31.22,31.6970737757087,29.7324216836722,-0.477073775708735,FALSE,1713.59175349269
"F0276","D",20002,36,0.927,0.129,2025,"N14",25.04,26.8904139911085,24.9256598866878,-1.85041399110847,FALSE,370.119806501516
"F0277","B",45446,12,0.977,0.572,2025,"N33",27.69,29.0090966788457,27.0447355627097,-1.3190966788457,FALSE,599.476676668217
"F0278","E",90557,24,1,0.653,2024,"N27",28.89,30.5996125631594,28.6351473662379,-1.7096125631594,FALSE,1548.17384882025
"F0279","A",77890,24,0.938,0.509,2026,"N13",30.39,29.8151647547204,27.8518836548067,0.574835245279626,FALSE,0
"F0280","D",377115,36,0.901,0.764,2025,"N33",31.62,33.3320313830317,31.3667783822135,-1.71203138303174,FALSE,6456.32715012014
"F0281","B",86285,12,0.942,0.12,2025,"N18",27.95,28.6991403348129,26.734802832374,-0.749140334812864,FALSE,646.39573789328
"F0282","B",52260,24,0.889,0.86,2024,"N06",30.38,30.1415404042364,28.1761778764637,0.238459595763633,FALSE,0
"F0283","B",81252,24,0.917,0.597,2025,"N30",33.45,30.1623589890499,28.1987999370199,3.28764101095011,FALSE,0
"F0284","C",586901,24,0.963,0.774,2024,"N06",32.46,33.9818797584551,32.0169237742513,-1.52187975845514,FALSE,8931.92752117077
"F0285","E",237818,12,0.948,0.177,2025,"N20",31.91,30.44430831759,28.4799589765562,1.46569168240998,FALSE,0
"F0286","A",9064,12,0.948,0.294,2024,"N24",22.86,25.5659786239428,23.6010833559653,-2.70597862394284,TRUE,245.269902474179
"F0287","C",74460,12,0.888,0.568,2024,"N05",28.68,29.6869536939326,27.7226088007956,-1.0069536939326,FALSE,749.777720502212
"F0288","C",31670,12,0.995,0.583,2026,"N02",27.95,28.5136410355759,26.5489925565487,-0.563641035575941,FALSE,178.5051159669
"F0289","D",96268,36,0.757,0.303,2026,"N40",29.19,29.526786933883,27.5578498115374,-0.336786933882991,FALSE,324.218045510477
"F0290","B",199582,12,0.932,0.57,2026,"N13",30.43,31.2405692747266,29.2764964248353,-0.810569274726628,FALSE,1617.7503698849
"F0291","B",95249,24,0.923,0.425,2026,"N38",29.23,29.8962021849924,27.9329398086788,-0.666202184992351,FALSE,634.550919183364
"F0292","A",193958,24,0.884,0.46,2025,"N07",32.4,31.0854964927296,29.121829743419,1.31450350727039,FALSE,0
"F0293","E",705247,24,0.95,0.603,2024,"N04",35.01,33.6531094188578,31.6886082849475,1.35689058114217,FALSE,0
"F0294","B",11772,24,0.909,0.325,2024,"N30",26.36,26.2870021002287,24.3226679206867,0.0729978997712593,FALSE,0
"F0295","A",89874,12,0.881,0.266,2024,"N25",27.61,29.0359961232444,27.0717112549983,-1.42599612324438,FALSE,1281.59975580466
"F0296","E",101259,24,0.911,0.368,2025,"N25",29.04,29.8088708429002,27.8454763605993,-0.768870842900245,FALSE,778.550926812359
"F0297","C",162165,12,0.971,0.219,2025,"N23",29.53,30.110124094149,28.1459212388577,-0.580124094149046,FALSE,940.7582372768
"F0298","C",106548,36,0.973,0.109,2025,"N34",30.38,29.6628967561691,27.6983225765763,0.717103243830948,FALSE,0
"F0299","C",285891,12,0.964,0.342,2024,"N40",29.34,31.3510175445376,29.3869378914802,-2.01101754453763,TRUE,5749.31816825408
"F0300","B",93037,24,0.899,0.16,2025,"N14",29.26,29.1165317303055,27.1526882444672,0.143468269694541,FALSE,0
"F0301","A",160454,24,0.914,0.12,2025,"N18",29.38,29.8824525730494,27.9185461041578,-0.502452573049428,FALSE,806.20525156073
"F0302","A",14969,12,0.985,0.746,2024,"N17",28.48,27.7107231220028,25.745144917946,0.769276877997235,FALSE,0
"F0303","E",120512,36,0.901,0.268,2026,"N36",28.29,30.0047368246768,28.040668805919,-1.71473682467681,FALSE,2066.46364215452
"F0304","E",22560,36,0.964,0.563,2024,"N02",28.61,28.3172145878439,26.3525881391574,0.2927854121561,FALSE,0
"F0305","D",190858,36,0.907,0.658,2024,"N04",32.61,31.9539799505107,29.9896853509204,0.656020049489335,FALSE,0
"F0306","A",785360,12,0.955,0.457,2024,"N13",34.37,33.1864804783051,31.2219112054469,1.18351952169492,FALSE,0
"F0307","C",89782,24,0.932,0.201,2024,"N34",30.88,29.3037994825602,27.3402545597324,1.57620051743977,FALSE,0
"F0308","A",161580,24,0.912,0.228,2026,"N24",28.46,30.1449912087078,28.1813939533939,-1.68499120870782,FALSE,2722.6087950301
"F0309","B",234863,36,0.949,0.504,2024,"N10",31.45,31.9276310005212,29.9636920374099,-0.477631000521228,FALSE,1121.77849675417
"F0310","A",502414,36,1,0.251,2024,"N36",33.82,32.5079670742817,30.5429632775853,1.31203292571826,FALSE,0
"F0311","E",248342,24,0.966,0.125,2026,"N26",31.1,30.6186418180434,28.6545057624809,0.481358181956587,FALSE,0
"F0312","D",425688,36,0.986,0.21,2024,"N06",31.31,32.1292058167524,30.1646115241316,-0.819205816752383,FALSE,3487.26085721689
"F0313","D",52152,24,0.934,0.27,2025,"N34",27.62,28.5699634152648,26.6066304400768,-0.949963415264818,FALSE,495.424920328908
"F0314","E",90044,12,0.963,0.302,2024,"N19",28.69,29.2678712955112,27.3039649227919,-0.57787129551118,FALSE,520.338429330087
"F0315","D",17304,12,0.98,0.38,2025,"N39",26.23,26.9331269352533,24.9685619194985,-0.70312693525327,FALSE,121.669084876226
"F0316","A",1383055,36,0.892,0.109,2025,"N40",32.57,33.5268618866683,31.5607780982623,-0.956861886668278,FALSE,13233.92616666
"F0317","A",24173,24,0.95,0.722,2024,"N07",29.12,28.6104518936729,26.6460834837543,0.509548106327117,FALSE,0
"F0318","D",296072,36,0.864,0.506,2025,"N09",33.18,32.1488554416383,30.1840921685447,1.03114455836168,FALSE,0
"F0319","B",120529,36,0.928,0.149,2024,"N16",29.24,29.8207836901479,27.8566259682885,-0.580783690147918,FALSE,700.012773898384
"F0320","D",114687,12,1,0.093,2026,"N31",28.66,29.1457255529156,27.1807739519164,-0.48572555291565,FALSE,557.064064872371
"F0321","B",24569,12,0.927,0.628,2026,"N13",28.61,28.0378849294951,26.0732980930631,0.572115070504896,FALSE,0
"F0322","C",95107,12,0.988,0.283,2024,"N21",29.84,29.4671009569433,27.5029210183224,0.372899043056666,FALSE,0
"F0323","E",110413,36,0.852,0.228,2026,"N02",25.94,29.6592410068784,27.6941504427073,-3.71924100687843,TRUE,4106.52557292469
"F0324","A",162883,24,0.986,0.357,2024,"N20",29.27,30.7090851373546,28.7455481188896,-1.4390851373546,FALSE,2344.0250442773
"F0325","C",66776,12,0.962,0.709,2025,"N35",27.46,30.0492186709127,28.0847430389149,-2.58921867091265,TRUE,1728.97665968863
"F0326","D",133272,24,0.92,0.632,2024,"N03",30.71,31.0644243984622,29.1008757188843,-0.354424398462207,FALSE,472.348484318553
"F0327","B",31813,24,0.937,0.729,2025,"N32",30.89,29.0689949658491,27.10463720885,1.82100503415094,FALSE,0
"F0328","C",423338,36,0.886,0.667,2025,"N22",34.5,33.2775781147382,31.3126695485172,1.22242188526177,FALSE,0
"F0329","D",46092,24,0.941,0.669,2026,"N03",30.05,29.4586579749498,27.4948070379847,0.591342025050224,FALSE,0
"F0330","E",7412466,24,0.895,0.541,2026,"N32",35.56,37.0954062086442,35.1277545641579,-1.53540620864415,FALSE,113811.463177637
"F0331","C",69235,24,0.944,0.723,2025,"N33",32.09,30.3780713379897,28.4141316861357,1.71192866201029,FALSE,0
"F0332","E",46636,36,1,0.724,2024,"N29",32.63,30.0016158206172,28.0361436399153,2.62838417938282,FALSE,0
"F0333","B",126140,24,0.927,0.071,2025,"N12",30.29,29.4070272256378,27.4429734728071,0.882972774362155,FALSE,0
"F0334","D",86703,24,0.908,0.646,2025,"N13",30.36,30.3924290048357,28.4286631550558,-0.0324290048357483,FALSE,28.1169200627388
"F0335","C",373933,24,0.932,0.293,2024,"N37",32.39,31.8484294563759,29.8847463801705,0.541570543624054,FALSE,0
"F0336","A",439273,36,0.987,0.308,2026,"N14",31.72,32.3800607233706,30.4154057383628,-0.66006072337057,FALSE,2899.4685413716
"F0337","D",48878,12,0.957,0.579,2025,"N17",29.09,29.1128485881123,27.1487857492486,-0.0228485881123248,FALSE,11.1679328975421
"F0338","B",46469,12,0.927,0.25,2026,"N04",28.58,27.9961285365477,26.0320532492732,0.58387146345229,FALSE,0
"F0339","C",42403,36,0.89,0.432,2026,"N14",30.67,28.8890968073477,26.924920574705,1.78090319265232,FALSE,0
"F0340","D",182972,12,0.94,0.197,2024,"N09",30.29,30.1213607483294,28.1574323165062,0.168639251670569,FALSE,0
"F0341","C",336633,24,0.927,0.424,2024,"N14",32.63,32.0389335429433,30.0754165707319,0.591066457056662,FALSE,0
"F0342","E",231257,36,0.982,0.528,2025,"N11",32.31,31.9820729871164,30.0176004826245,0.327927012883578,FALSE,0
"F0343","E",88588,36,0.88,0.523,2025,"N05",30.69,30.2374275171294,28.2730326591027,0.452572482870607,FALSE,0
"F0344","C",110085,24,1,0.608,2025,"N18",29.37,30.9038048333029,28.9397183214442,-1.53380483330291,FALSE,1688.4890507415
"F0345","A",232989,12,0.95,0.699,2026,"N22",34.63,31.8620907296813,29.8976752130862,2.76790927031873,FALSE,0
"F0346","B",468047,24,1,0.714,2024,"N03",32.35,33.4539284348536,31.4887102173585,-1.10392843485359,FALSE,5166.9039214792
"F0347","C",101496,12,0.875,0.494,2026,"N06",30.4,29.9022053090202,27.9378373307825,0.49779469097982,FALSE,0
"F0348","D",431995,12,0.921,0.601,2025,"N32",33.32,32.5980098953852,30.6334979953452,0.721990104614839,FALSE,0
"F0349","C",71280,24,1,0.159,2026,"N19",26.67,28.8963555066995,26.9320211394134,-2.2263555066995,TRUE,1586.9462051754
"F0350","E",134757,24,0.973,0.56,2024,"N15",31.81,30.9238756413663,28.9601548472302,0.886124358633733,FALSE,0
"F0351","E",409588,24,0.879,0.203,2026,"N20",31.12,31.4748989367306,29.5104157996736,-0.354898936730592,FALSE,1453.6234569761
"F0352","A",38071,24,0.893,0.708,2024,"N37",28.8,29.1909029358934,27.2265453861677,-0.390902935893443,FALSE,148.820656723993
"F0353","B",13618,12,0.897,0.364,2025,"N27",26.64,26.3418716590034,24.3770612816439,0.298128340996552,FALSE,0
"F0354","C",28266,12,0.849,0.156,2026,"N24",25.96,26.8543350836591,24.8883843935552,-0.894335083659087,FALSE,252.792754747077
"F0355","C",89144,12,0.984,0.507,2026,"N26",30,29.9372527629203,27.9732402878627,0.06274723707973,FALSE,0
"F0356","D",30853,36,0.917,0.642,2026,"N07",27.95,28.9597766764869,26.9952821103229,-1.00977667648688,FALSE,311.546397996497
"F0357","E",90819,36,0.876,0.291,2025,"N08",28.65,29.6173682724655,27.6529586902394,-0.967368272465475,FALSE,878.55419137042
"F0358","C",539514,12,0.952,0.264,2024,"N37",31.73,32.1265107378619,30.1619527993401,-0.396510737861934,FALSE,2139.23094226844
"F0359","E",68926,36,0.987,0.319,2024,"N20",28.69,29.4641576318541,27.4999069198337,-0.774157631854084,FALSE,533.595889331746
"F0360","B",511038,36,0.948,0.48,2024,"N21",32.73,33.1039287471421,31.1396026295918,-0.373928747142152,FALSE,1910.91799082031
"F0361","D",295699,12,0.837,0.347,2026,"N01",30.6,31.068813520383,29.1032068143859,-0.468813520382998,FALSE,1386.27689163732
"F0362","E",29649,24,0.856,0.626,2025,"N03",27.55,28.4621938904956,26.4971208698956,-0.912193890495619,FALSE,270.456366593046
"F0363","D",332872,12,0.917,0.402,2024,"N37",33.78,31.6130627346813,29.6490845375614,2.16693726531875,FALSE,0
"F0364","E",294471,12,0.911,0.453,2026,"N25",29.92,31.4441091441896,29.4800163357629,-1.52410914418957,FALSE,4488.05943798648
"F0365","B",337981,24,0.924,0.214,2025,"N11",32.7,31.3826262141122,29.4188294090375,1.31737378588782,FALSE,0
"F0366","A",135023,24,0.946,0.582,2024,"N35",32.76,30.9654257497971,29.0020543664499,1.79457425020288,FALSE,0
"F0367","C",145467,36,0.931,0.216,2024,"N18",30.38,30.3829113550596,28.4189447148204,-0.00291135505960582,FALSE,4.2350608645568
"F0368","A",54254,24,0.947,0.685,2025,"N13",31.17,29.7962276578656,27.8323596820241,1.37377234213439,FALSE,0
"F0369","D",37046,36,0.885,0.681,2025,"N23",29.14,29.3504808766149,27.3855818758428,-0.210480876614866,FALSE,77.9747455507434
"F0370","B",99146,12,0.981,0.246,2026,"N22",27.92,29.3013429418987,27.3370931704932,-1.38134294189867,FALSE,1369.54627317485
"F0371","B",246913,36,0.917,0.09,2025,"N27",30.11,30.7833006596309,28.8187107773842,-0.673300659630922,FALSE,1662.4668577145
"F0372","C",51910,12,0.92,0.219,2026,"N37",26.1,28.1398533065096,26.1757066411005,-2.03985330650958,TRUE,1058.88785140913
"F0373","B",742830,24,0.988,0.242,2025,"N39",33.67,32.8443095144025,30.8795937405265,0.825690485597541,FALSE,0
"F0374","A",63082,24,0.924,0.894,2026,"N36",32.38,30.5333382252729,28.5682212793383,1.84666177472707,FALSE,0
"F0375","E",158582,24,0.86,0.513,2024,"N37",31.48,30.8385797600858,28.8741845296855,0.641420239914158,FALSE,0
"F0376","B",21762,24,0.963,0.081,2024,"N26",25.65,26.6876287249347,24.723046060135,-1.0376287249347,FALSE,225.80876312029
"F0377","E",691538,36,1,0.272,2024,"N03",32.16,33.0512706658408,31.0859374711311,-0.891270665840786,FALSE,6163.47533714205
"F0378","D",259406,24,0.947,0.191,2026,"N07",31.18,30.8942996747724,28.9306320912877,0.285700325227637,FALSE,0
"F0379","A",514975,36,0.961,0.634,2025,"N08",35.22,33.5507788255305,31.5860651412985,1.66922117446946,FALSE,0
"F0380","D",26145,24,0.95,0.505,2024,"N39",27.62,28.1545007983082,26.1910051979203,-0.534500798308191,FALSE,139.745233717676
"F0381","A",619398,36,1,0.165,2026,"N05",31.49,32.5531775733455,30.5876511443838,-1.06317757334545,FALSE,6585.30062575027
"F0382","E",196223,24,0.886,0.711,2026,"N38",33.31,31.7374330997304,29.7729305939304,1.57256690026965,FALSE,0
"F0383","B",53727,12,0.935,0.138,2025,"N10",27.01,27.9774442068963,26.0131170268955,-0.967444206896264,FALSE,519.778749039156
